timestamp_s,m1_c,m2_c,m3_c,m4_c,m5_c,m6_c,m7_c,m8_c,m9_c,m10_c,m11_c,m12_c
1775545336.2035,36,37,37,36,36,36,37,37,36,37,37,37
1775545336.4037,36,37,37,36,36,36,37,37,36,37,37,37
1775545336.6042,36,37,37,36,36,35,37,37,36,37,37,37
1775545336.8047,36,37,37,36,36,35,37,37,36,37,37,37
1775545337.0050,36,37,37,36,36,36,37,37,36,37,37,37
1775545337.2056,36,37,37,36,36,35,36,37,36,37,37,37
1775545337.4059,36,37,37,36,36,35,37,37,36,37,37,37
1775545337.6062,36,37,37,36,36,35,36,37,36,37,37,37
1775545337.8065,36,37,37,36,36,36,37,37,36,37,37,37
1775545338.0068,36,37,37,36,36,36,37,37,36,37,37,37
1775545338.2070,36,37,37,36,36,36,37,37,36,37,37,37
1775545338.4073,36,37,37,36,36,36,37,37,36,37,37,37
1775545338.6077,36,37,37,36,36,36,37,37,36,37,37,37
1775545338.8079,36,37,37,36,36,36,37,37,36,37,37,37
1775545339.0082,36,37,37,36,36,36,37,37,36,37,37,37
1775545339.2084,36,37,37,36,36,36,37,37,36,37,37,37
1775545339.4087,36,37,37,36,36,36,37,37,36,37,37,37
1775545339.6089,37,37,37,36,36,36,37,37,36,37,37,37
1775545339.8093,36,37,37,36,36,36,37,37,36,37,37,37
1775545340.0095,36,37,37,36,36,36,36,37,37,37,37,37
