timestamp_s,m1_a,m2_a,m3_a,m4_a,m5_a,m6_a,m7_a,m8_a,m9_a,m10_a,m11_a,m12_a
1777925275.0601,1.53,2.44,1.11,3.07,3.03,0.67,1.49,0.67,-0.28,2.51,2.41,-0.04
1777925275.2605,1.41,2.44,1.12,3.05,2.93,0.8,1.43,0.68,-0.24,2.46,2.52,-0.07
1777925275.4608,1.57,2.41,1.07,3.07,3.04,-0.83,1.53,0.69,-0.26,2.48,2.33,-0.04
1777925275.6610,1.69,2.36,1.2,3.15,3.08,0.76,1.39,0.66,-0.31,2.49,2.42,-0.03
1777925275.8613,1.55,2.39,1.01,3.12,2.96,0.72,1.4,0.68,-0.3,2.44,2.26,-0.06
1777925276.0620,1.49,2.46,1.1,3.2,3.05,0.76,1.52,0.68,-0.19,2.47,2.33,-0.04
1777925276.2623,1.63,2.5,1.1,3.13,2.94,0.74,1.44,0.66,-0.23,2.48,2.33,0.0
1777925276.4625,1.66,2.38,1.16,3.09,3.19,0.86,1.5,0.68,-0.29,2.53,2.32,-0.08
1777925276.6630,1.48,2.41,1.14,3.15,3.05,0.77,1.49,0.66,-0.28,2.51,2.44,-0.06
1777925276.8634,1.56,2.33,1.03,3.13,3.05,0.74,1.46,0.67,-0.26,2.51,2.41,-0.04
1777925277.0636,1.67,2.4,1.17,3.12,3.18,0.82,1.54,0.68,-0.3,2.52,2.47,-0.06
1777925277.2640,1.52,2.38,1.13,3.14,2.94,0.78,1.43,0.67,-0.27,2.48,2.48,-0.1
1777925277.4645,1.4,2.41,1.16,3.12,2.97,0.88,1.56,0.66,0.22,2.44,2.37,-0.05
1777925277.6648,1.57,2.4,1.09,3.08,2.99,0.72,1.48,0.68,0.19,2.49,2.29,-0.04
1777925277.8651,1.61,2.44,1.03,3.11,2.94,0.83,1.46,0.66,0.07,2.53,2.35,-0.01
1777925278.0654,1.58,2.39,0.98,3.06,3.06,0.65,1.49,0.67,-0.33,2.5,2.41,-0.02
1777925278.2656,1.57,2.32,0.88,3.08,3.04,0.8,1.47,0.69,-0.3,2.5,2.36,-0.04
1777925278.4659,1.66,2.31,1.08,3.06,3.1,0.79,1.46,0.68,-0.26,2.49,2.5,-0.01
1777925278.6662,1.57,2.47,1.07,3.1,3.07,0.77,1.52,0.7,-0.19,2.46,2.23,-0.06
1777925278.8664,1.44,2.43,1.05,3.02,2.97,0.65,1.42,0.68,0.23,2.47,2.32,-0.04
1777925279.0667,1.68,2.37,1.08,3.12,3.02,0.8,1.5,0.68,-0.22,2.52,2.32,-0.02
1777925279.2670,1.59,2.39,1.16,3.09,3.02,0.67,1.47,0.68,-0.27,2.48,2.34,-0.06
1777925279.4673,1.7,2.36,1.14,3.11,3.12,0.79,1.5,0.67,-0.23,2.44,2.39,-0.02
1777925279.6681,1.54,2.33,1.05,3.09,2.89,0.82,1.49,0.7,-0.19,2.44,2.41,0.0
1777925279.8684,1.43,2.44,1.0,3.12,3.03,0.81,1.5,0.67,-0.23,2.5,2.36,0.0
1777925280.0686,1.58,2.4,1.08,3.11,2.94,0.87,1.42,0.7,-0.16,2.5,2.4,-0.04
1777925280.2689,1.65,2.46,1.06,3.18,3.11,0.85,1.46,0.68,-0.22,2.46,2.31,-0.05
1777925280.4692,1.57,2.36,1.13,3.1,3.09,0.68,1.42,0.69,-0.31,2.5,2.36,-0.03
1777925280.6695,1.57,2.43,1.15,3.06,2.96,0.71,1.44,0.69,0.19,2.45,2.41,-0.02
1777925280.8698,1.74,2.39,1.18,3.13,2.92,0.75,1.42,0.68,-0.25,2.55,2.36,-0.05
1777925281.0704,1.72,2.44,1.07,3.16,3.03,0.68,1.48,0.69,-0.26,2.48,2.36,-0.04
1777925281.2707,1.58,2.43,1.23,3.08,2.98,0.78,1.48,0.69,-0.24,2.47,2.27,-0.04
1777925281.4710,1.64,2.37,1.06,3.02,3.12,0.84,1.5,0.66,0.2,2.5,2.34,-0.01
1777925281.6713,1.65,2.37,1.03,3.15,2.97,0.85,1.48,0.64,-0.21,2.46,2.45,-0.06
1777925281.8715,1.58,2.43,0.97,3.13,2.99,0.68,1.41,0.67,-0.28,2.44,2.37,-0.06
1777925282.0718,1.39,2.38,1.13,3.13,3.0,0.78,1.45,0.7,-0.19,2.42,2.31,0.0
1777925282.2721,1.73,2.46,1.1,3.17,3.08,0.79,1.53,0.69,-0.23,2.48,2.37,-0.04
1777925282.4723,1.56,2.4,1.09,3.14,3.05,0.75,1.36,0.69,-0.09,2.5,2.39,-0.04
1777925282.6728,1.68,2.57,1.16,3.13,3.01,0.74,1.45,0.67,0.16,2.48,2.38,-0.01
1777925282.8737,1.71,2.46,0.9,3.18,3.04,0.68,1.45,0.66,-0.26,2.43,2.36,-0.03
1777925283.0740,1.44,2.48,1.03,3.13,3.0,0.76,1.48,0.68,-0.18,2.48,2.34,-0.04
1777925283.2742,1.6,2.33,1.21,3.03,3.04,0.8,1.47,0.69,-0.27,2.44,2.35,-0.03
1777925283.4745,1.55,2.39,1.15,3.17,3.05,0.77,1.5,0.67,-0.18,2.44,2.33,-0.06
1777925283.6751,1.53,2.48,1.07,3.14,2.99,0.73,1.46,0.68,0.03,2.41,2.32,0.01
1777925283.8754,1.58,2.37,1.14,3.13,3.11,0.79,1.46,0.69,-0.24,2.48,2.35,-0.01
1777925284.0757,1.59,2.38,1.03,3.17,2.93,0.85,1.53,0.69,0.19,2.46,2.39,-0.04
1777925284.2759,1.54,2.41,1.23,3.13,2.99,0.77,1.57,0.69,-0.19,2.44,2.28,-0.03
1777925284.4762,1.58,2.43,1.19,3.09,3.05,0.81,1.53,0.72,-0.28,2.47,2.36,-0.01
1777925284.6765,1.71,2.43,1.17,3.1,3.06,0.79,1.51,0.7,-0.3,2.43,2.37,0.0
1777925284.8768,1.5,2.26,1.12,3.08,3.09,0.85,1.46,0.69,-0.23,2.49,2.35,0.0
1777925285.0771,1.54,2.33,1.14,3.05,3.06,0.81,1.5,0.68,-0.2,2.46,2.42,-0.03
1777925285.2793,1.52,2.32,1.27,3.13,3.11,0.8,1.49,0.69,-0.26,2.45,2.36,-0.04
1777925285.4796,1.52,2.45,1.25,3.12,3.05,0.75,1.51,0.68,-0.19,2.44,2.4,-0.06
1777925285.6799,1.59,2.38,0.98,3.05,3.11,0.76,1.45,0.71,-0.19,2.47,2.3,-0.04
1777925285.8803,1.5,2.39,1.08,3.18,3.04,0.77,1.44,0.68,-0.19,2.41,2.4,-0.05
1777925286.0806,1.55,2.41,1.04,3.13,3.07,0.71,1.44,0.68,0.07,2.42,2.4,-0.04
1777925286.2811,1.74,2.4,1.12,3.17,3.07,0.78,1.35,0.69,0.22,2.47,2.43,-0.07
1777925286.4813,1.63,2.42,1.17,3.05,3.1,0.83,1.49,0.69,-0.3,2.51,2.37,-0.03
1777925286.6816,1.52,2.34,1.01,3.15,3.02,0.72,1.53,0.66,-0.18,2.46,2.39,-0.02
1777925286.8819,1.57,2.39,1.05,3.04,3.14,0.7,1.42,0.69,-0.21,2.44,2.37,-0.02
1777925287.0822,1.53,2.41,1.01,3.12,3.07,0.76,1.47,0.71,-0.2,2.45,2.35,-0.07
1777925287.2825,1.51,2.45,1.14,3.08,3.03,0.73,1.49,0.68,-0.18,2.42,2.36,-0.05
1777925287.4831,1.78,2.48,1.15,3.07,3.11,0.76,1.4,0.68,-0.21,2.46,2.46,0.0
1777925287.6834,1.45,2.54,0.99,3.07,3.06,0.77,1.43,0.68,-0.19,2.47,2.36,-0.01
1777925287.8836,1.48,2.43,1.0,3.08,3.04,0.8,1.5,0.67,0.12,2.46,2.4,-0.04
1777925288.0839,1.49,2.33,1.05,3.1,3.01,0.74,1.51,0.67,-0.2,2.47,2.4,-0.04
1777925288.2842,1.53,2.43,1.09,3.09,3.07,0.78,1.49,0.68,-0.19,2.45,2.26,-0.03
1777925288.4844,1.52,2.42,1.15,3.07,3.13,0.8,1.47,0.69,-0.2,2.47,2.32,-0.01
1777925288.6847,1.5,2.35,1.09,3.13,3.01,0.8,1.5,0.69,-0.26,2.46,2.28,-0.04
1777925288.8850,1.56,2.32,1.07,3.07,3.05,0.71,1.47,0.67,-0.23,2.46,2.38,-0.08
1777925289.0852,1.64,2.4,1.15,3.12,2.92,0.7,1.45,0.68,-0.22,2.46,2.34,-0.05
1777925289.2855,1.6,2.33,1.15,3.13,3.1,0.79,1.41,0.7,-0.23,2.44,2.38,-0.02
1777925289.4858,1.6,2.51,1.19,3.04,3.1,0.69,1.51,0.69,-0.22,2.48,2.33,-0.03
1777925289.6862,1.6,2.38,1.09,3.1,3.07,0.76,1.46,0.7,-0.28,2.44,2.27,-0.07
1777925289.8865,1.62,2.45,1.28,3.07,3.03,0.71,1.51,0.7,0.18,2.43,2.39,-0.04
1777925290.0867,1.58,2.35,1.03,3.15,3.02,0.75,1.51,0.69,-0.15,2.48,2.37,-0.07
1777925290.2870,1.57,2.37,1.13,3.17,3.01,0.72,1.43,0.7,0.12,2.51,2.38,-0.02
1777925290.4879,1.67,2.46,1.17,3.16,3.02,0.86,1.43,0.67,-0.3,2.45,2.26,-0.03
1777925290.6886,1.59,2.43,1.17,3.08,3.1,0.67,1.37,0.72,0.2,2.48,2.31,-0.03
1777925290.8889,1.58,2.35,1.2,3.05,3.06,0.81,1.43,0.69,0.11,2.46,2.4,-0.01
1777925291.0892,1.71,2.36,1.04,3.09,2.91,0.75,1.5,0.67,0.18,2.44,2.3,-0.06
1777925291.2894,1.72,2.42,1.15,3.06,3.03,0.72,1.49,0.69,0.12,2.47,2.37,-0.03
1777925291.4898,1.51,2.38,1.2,3.09,3.0,0.68,1.48,0.71,-0.33,2.48,2.32,-0.02
1777925291.6903,1.55,2.35,0.97,3.12,2.99,0.6,1.45,0.69,0.17,2.47,2.35,-0.03
1777925291.8905,1.53,2.26,1.09,3.11,3.06,0.81,1.44,0.69,-0.17,2.44,2.33,-0.08
1777925292.0910,1.49,2.43,1.08,3.06,3.09,0.66,1.42,0.7,-0.24,2.43,2.29,-0.04
1777925292.2913,1.48,2.47,1.17,3.09,2.98,0.85,1.4,0.69,-0.22,2.49,2.4,-0.05
1777925292.4917,1.59,2.46,1.23,3.1,2.99,0.71,1.53,0.7,-0.27,2.46,2.28,-0.02
1777925292.6920,1.56,2.45,1.21,3.08,3.13,0.81,1.5,0.67,-0.26,2.43,2.3,-0.04
1777925292.8923,1.59,2.37,1.19,3.13,2.89,0.69,1.52,0.68,-0.22,2.44,2.34,-0.05
1777925293.0930,1.54,2.41,1.13,3.13,3.01,0.74,1.47,0.69,-0.29,2.47,2.27,-0.04
1777925293.2935,1.57,2.38,1.14,3.12,3.05,0.82,1.47,0.71,0.18,2.46,2.3,-0.03
1777925293.4938,1.6,2.38,1.03,3.17,3.1,0.78,1.54,0.68,-0.19,2.48,2.32,-0.04
1777925293.6944,1.57,2.41,1.11,3.1,3.04,0.75,1.4,0.68,-0.26,2.49,2.42,-0.01
1777925293.8947,1.58,2.36,1.08,3.12,3.13,0.68,1.49,0.69,-0.28,2.42,2.36,-0.03
1777925294.0949,1.57,2.39,0.99,3.07,3.03,0.59,1.63,0.69,-0.24,2.48,2.37,-0.03
1777925294.2959,1.63,2.41,1.03,3.11,3.17,0.85,1.51,0.7,0.19,2.45,2.34,-0.05
1777925294.4961,1.54,2.48,1.16,3.11,3.13,0.66,1.5,0.72,-0.28,2.49,2.31,-0.06
1777925294.6964,1.64,2.38,1.14,3.1,3.06,0.66,1.37,0.67,0.15,2.43,2.39,-0.03
1777925294.8966,1.57,2.45,1.06,3.11,3.1,0.81,1.47,0.69,-0.3,2.45,2.28,-0.06
1777925295.0969,1.54,2.45,1.05,3.1,3.04,0.71,1.46,0.68,-0.37,2.44,2.35,-0.06
1777925295.2972,1.58,2.37,1.13,3.12,3.07,0.72,1.46,0.68,-0.3,2.42,2.37,0.0
1777925295.4975,1.75,2.46,1.05,3.09,3.06,0.78,1.45,0.7,-0.26,2.45,2.3,-0.02
1777925295.6976,1.57,2.4,1.17,3.17,3.05,0.77,1.47,0.67,-0.34,2.47,2.33,-0.01
1777925295.8979,1.54,2.44,1.05,3.1,3.14,0.82,1.46,0.69,-0.29,2.43,2.34,-0.04
1777925296.0983,1.59,2.37,1.13,3.17,3.07,0.72,1.47,0.7,-0.26,2.47,2.33,-0.01
1777925296.2990,1.57,2.41,1.1,3.12,3.09,0.74,1.42,0.69,-0.25,2.42,2.24,-0.06
1777925296.4993,1.67,2.55,0.96,3.09,2.9,0.62,1.45,0.69,-0.31,2.46,2.33,0.0
1777925296.6996,1.52,2.48,1.14,3.12,2.97,0.72,1.45,0.7,-0.34,2.47,2.35,-0.02
1777925296.8998,1.53,2.5,1.02,3.06,2.9,0.81,1.46,0.69,-0.2,2.45,2.43,-0.03
1777925297.1001,1.44,2.43,1.03,3.08,3.05,0.73,1.41,0.68,-0.26,2.5,2.34,-0.04
1777925297.3003,1.49,2.41,1.1,3.09,2.9,0.86,1.5,0.69,-0.3,2.53,2.33,-0.03
1777925297.5006,1.62,2.47,1.14,3.15,3.14,0.67,1.42,0.7,-0.3,2.5,2.3,-0.02
1777925297.7010,1.59,2.43,1.12,3.16,3.04,0.75,1.46,0.68,-0.2,2.48,2.36,-0.01
1777925297.9013,1.49,2.45,1.16,3.16,3.03,0.74,1.49,0.73,-0.29,2.49,2.34,-0.04
1777925298.1015,1.63,2.44,1.13,3.1,3.02,0.72,1.43,0.69,-0.27,2.48,2.37,-0.06
1777925298.3020,1.63,2.43,1.02,3.13,3.0,0.81,1.48,0.68,-0.26,2.51,2.37,-0.07
1777925298.5024,1.63,2.5,1.08,3.1,3.0,0.72,1.47,0.72,-0.26,2.52,2.4,-0.02
1777925298.7030,1.66,2.44,1.03,3.14,3.04,0.69,1.39,0.68,-0.3,2.5,2.34,-0.02
1777925298.9033,1.65,2.46,1.1,3.09,3.02,0.69,1.54,0.69,-0.12,2.51,2.26,-0.02
1777925299.1036,1.58,2.41,1.13,3.14,3.08,0.72,1.48,0.69,-0.26,2.51,2.31,-0.04
1777925299.3039,1.56,2.45,1.08,3.05,3.07,0.62,1.49,0.68,-0.21,2.5,2.36,-0.02
1777925299.5045,1.58,2.41,1.24,3.16,2.96,0.85,1.49,0.69,-0.2,2.52,2.37,-0.01
1777925299.7047,1.63,2.44,1.05,3.02,3.09,0.8,1.5,0.68,-0.22,2.44,2.48,-0.02
1777925299.9051,1.51,2.51,1.04,3.11,3.04,0.72,1.45,0.68,-0.3,2.49,2.33,0.02
1777925300.1054,1.54,2.36,1.12,3.1,3.09,0.85,1.47,0.7,-0.18,2.42,2.39,-0.02
1777925300.3056,1.54,2.38,1.04,3.11,3.1,0.82,1.52,0.68,-0.16,2.46,2.48,-0.04
1777925300.5059,1.49,2.41,1.02,3.08,3.09,0.73,1.47,0.68,-0.36,2.55,2.33,-0.06
1777925300.7062,1.45,2.39,1.09,3.03,2.95,0.79,1.46,0.68,-0.19,2.5,2.36,-0.09
1777925300.9064,1.53,2.24,1.18,3.14,3.06,0.82,1.5,0.7,0.18,2.46,2.3,0.0
1777925301.1067,1.57,2.44,1.15,3.05,3.03,0.8,1.41,0.7,-0.32,2.51,2.34,-0.02
1777925301.3070,1.52,2.46,1.25,3.14,3.12,0.7,1.5,0.71,-0.2,2.47,2.35,-0.04
1777925301.5075,1.58,2.38,1.01,3.13,3.0,0.84,1.53,0.7,-0.16,2.48,2.34,-0.09
1777925301.7077,1.5,2.4,1.15,3.09,3.01,0.75,1.47,0.66,-0.29,2.46,2.29,-0.05
1777925301.9080,1.58,2.42,1.15,3.11,3.02,0.85,1.48,0.68,-0.19,2.46,2.37,-0.06
1777925302.1083,1.71,2.36,1.03,3.09,3.06,0.75,1.48,0.7,-0.26,2.45,2.43,-0.05
1777925302.3085,1.6,2.52,1.09,3.12,2.96,0.79,1.46,0.69,-0.29,2.5,2.41,-0.03
1777925302.5088,1.6,2.23,1.05,3.16,3.01,0.74,1.53,0.68,-0.18,2.47,2.39,-0.08
1777925302.7091,1.57,2.32,1.18,3.13,3.01,0.76,1.5,0.71,-0.2,2.42,2.33,-0.02
1777925302.9093,1.55,2.44,1.18,3.09,3.1,0.82,1.41,0.69,-0.3,2.45,2.4,-0.04
1777925303.1096,1.51,2.46,1.09,3.12,3.02,0.83,1.54,0.7,-0.16,2.49,2.36,-0.08
1777925303.3098,1.62,2.42,1.16,3.12,3.08,0.73,1.44,0.7,-0.21,2.43,2.36,-0.03
1777925303.5101,1.53,2.43,1.23,3.09,3.05,0.78,1.53,0.71,-0.24,2.47,2.35,-0.07
1777925303.7103,1.63,2.53,1.17,3.01,3.02,0.75,1.49,0.7,-0.29,2.44,2.35,-0.03
1777925303.9106,1.5,2.4,1.11,3.13,3.12,0.79,1.43,0.7,-0.19,2.46,2.32,-0.05
1777925304.1109,1.67,2.39,1.1,3.1,3.05,0.79,1.48,0.69,-0.26,2.44,2.34,-0.06
1777925304.3159,1.62,2.4,1.06,3.1,3.09,0.83,1.52,0.68,-0.26,2.46,2.35,-0.03
1777925304.5162,1.7,2.37,1.07,3.1,3.04,0.73,1.53,0.67,0.15,2.45,2.27,-0.05
1777925304.7165,1.65,2.35,1.11,3.09,3.05,0.9,1.51,0.69,0.21,2.46,2.38,-0.04
1777925304.9171,1.56,2.4,1.01,3.01,3.1,0.7,1.48,0.69,-0.29,2.44,2.36,0.0
1777925305.1173,1.64,2.36,1.14,3.19,3.05,0.72,1.47,0.7,0.16,2.44,2.31,-0.04
1777925305.3176,1.55,2.41,1.17,3.14,3.07,0.77,1.47,0.7,-0.22,2.52,2.27,-0.06
1777925305.5182,1.63,2.38,1.06,3.12,3.03,0.59,1.44,0.71,-0.34,2.45,2.36,-0.03
1777925305.7185,1.72,2.43,1.26,3.14,2.97,0.68,1.47,0.68,0.22,2.47,2.38,-0.04
1777925305.9188,1.63,2.47,1.23,3.15,2.98,0.67,1.5,0.7,-0.3,2.47,2.33,-0.06
1777925306.1190,1.64,2.46,1.1,3.1,3.04,0.72,1.48,0.71,-0.21,2.48,2.35,-0.06
1777925306.3193,1.56,2.46,1.12,3.14,2.98,0.74,1.49,0.69,0.06,2.43,2.38,-0.07
1777925306.5196,1.58,2.47,1.03,3.09,3.0,0.83,1.49,0.7,-0.2,2.52,2.32,-0.04
1777925306.7198,1.63,2.49,1.13,3.09,2.97,0.75,1.42,0.71,-0.32,2.44,2.36,-0.05
1777925306.9201,1.46,2.41,0.99,3.1,3.13,0.72,1.48,0.69,0.15,2.5,2.28,-0.04
1777925307.1204,1.54,2.38,1.09,3.08,2.98,0.73,1.41,0.71,0.08,2.48,2.32,-0.05
1777925307.3205,1.55,2.44,1.13,3.11,3.11,0.71,1.52,0.68,-0.21,2.48,2.35,-0.07
1777925307.5208,1.51,2.38,1.16,3.11,3.04,0.76,1.48,0.67,0.11,2.49,2.31,-0.04
1777925307.7211,1.49,2.41,1.18,3.09,3.12,0.67,1.5,0.69,-0.27,2.47,2.3,-0.04
1777925307.9214,1.51,2.46,1.21,3.14,3.0,0.71,1.43,0.72,-0.19,2.51,2.44,0.0
1777925308.1216,1.7,2.36,1.06,3.1,3.08,0.76,1.51,0.67,0.13,2.49,2.36,-0.04
1777925308.3219,1.61,2.42,1.12,3.11,3.06,0.76,1.54,0.68,0.11,2.46,2.35,-0.04
1777925308.5222,1.58,2.45,1.09,3.07,2.99,0.79,1.49,0.69,-0.16,2.46,2.41,-0.03
1777925308.7225,1.57,2.43,1.18,3.1,3.06,0.71,1.43,0.7,-0.24,2.46,2.39,-0.06
1777925308.9229,1.52,2.41,1.12,3.15,2.97,0.71,1.5,0.73,0.21,2.45,2.35,-0.1
1777925309.1232,1.43,2.4,0.99,3.13,3.09,0.8,1.53,0.71,0.08,2.44,2.27,-0.01
1777925309.3236,1.51,2.49,1.21,3.13,3.06,0.7,1.42,0.79,-0.26,2.42,2.32,-0.02
1777925309.5239,1.58,2.44,1.21,3.12,3.03,0.69,1.5,0.71,0.15,2.46,2.33,-0.04
1777925309.7241,1.59,2.44,1.19,3.09,2.94,0.71,1.48,0.69,0.08,2.44,2.32,-0.04
1777925309.9244,1.62,2.44,1.01,3.12,3.03,0.76,1.49,0.68,0.23,2.47,2.36,-0.06
1777925310.1247,1.49,2.36,1.09,3.07,3.06,0.66,1.49,0.67,0.26,2.47,2.33,-0.07
1777925310.3250,1.47,2.48,1.03,3.1,3.09,0.75,1.51,0.69,0.22,2.44,2.29,-0.08
1777925310.5252,1.62,2.32,0.85,3.03,3.04,0.84,1.5,0.72,-0.22,2.49,2.42,-0.05
1777925310.7260,1.39,2.42,1.0,3.1,2.93,0.82,1.53,0.67,-0.27,2.49,2.48,-0.03
1777925310.9262,1.57,2.38,0.95,3.06,3.04,0.79,1.54,0.7,-0.24,2.45,2.32,-0.07
1777925311.1265,1.49,2.49,1.11,3.13,3.08,0.7,1.45,0.69,-0.29,2.45,2.33,-0.03
1777925311.3268,1.54,2.38,1.13,3.08,2.98,0.73,1.49,0.73,-0.26,2.46,2.42,0.0
1777925311.5270,1.5,2.38,1.02,3.07,3.1,0.64,1.46,0.7,-0.22,2.49,2.3,-0.01
1777925311.7273,1.5,2.46,1.22,3.11,2.94,0.69,1.42,0.7,-0.29,2.45,2.24,-0.04
1777925311.9276,1.53,2.44,1.18,3.08,3.02,0.76,1.33,0.69,-0.3,2.45,2.33,-0.07
1777925312.1279,1.45,2.35,1.01,3.09,2.84,0.83,1.49,0.7,-0.31,2.49,2.48,-0.05
1777925312.3283,1.57,2.38,1.07,3.05,3.01,0.72,1.32,0.72,-0.28,2.45,2.28,-0.05
1777925312.5285,1.55,2.42,1.24,3.07,3.1,0.73,1.48,0.66,-0.33,2.46,2.29,-0.05
1777925312.7290,1.58,2.35,0.94,3.09,3.1,0.71,1.49,0.67,-0.24,2.47,2.37,-0.07
1777925312.9292,1.62,2.47,0.99,3.05,3.1,0.58,1.49,0.69,-0.33,2.45,2.35,-0.03
1777925313.1304,1.51,2.47,1.06,3.07,3.11,0.69,1.5,0.69,-0.3,2.46,2.43,-0.05
1777925313.3306,1.53,2.36,1.01,3.01,3.05,0.75,1.5,0.71,-0.31,2.46,2.34,-0.04
1777925313.5313,1.54,2.42,1.05,3.05,3.05,0.78,1.49,0.72,-0.2,2.46,2.37,-0.03
1777925313.7315,1.5,2.41,0.97,3.09,3.02,0.86,1.51,0.7,-0.3,2.4,2.34,-0.03
1777925313.9320,1.58,2.47,1.11,3.09,3.04,0.74,1.5,0.66,-0.27,2.5,2.32,-0.04
1777925314.1324,1.61,2.46,1.01,3.05,3.01,0.64,1.43,0.71,-0.31,2.45,2.34,-0.06
1777925314.3328,1.55,2.4,1.04,3.1,3.04,0.81,1.49,0.69,0.18,2.46,2.36,-0.01
1777925314.5331,1.51,2.46,1.05,3.05,3.04,0.74,1.51,0.7,-0.3,2.45,2.35,-0.06
1777925314.7334,1.47,2.46,1.18,3.08,2.94,0.72,1.45,0.69,-0.22,2.52,2.38,-0.05
1777925314.9339,1.67,2.46,1.0,3.13,3.11,0.77,1.51,0.7,-0.35,2.44,2.33,-0.06
1777925315.1347,1.65,2.43,1.11,3.05,3.11,0.81,1.46,0.71,-0.26,2.45,2.39,-0.04
1777925315.3350,1.6,2.38,1.04,3.06,3.05,0.78,1.48,0.69,-0.26,2.5,2.44,-0.04
1777925315.5352,1.6,2.39,1.08,3.09,3.08,0.72,1.54,0.71,-0.3,2.46,2.32,-0.07
1777925315.7355,1.63,2.42,0.99,3.1,2.97,0.74,1.45,0.69,-0.25,2.46,2.32,-0.07
1777925315.9358,1.4,2.4,1.02,3.1,2.97,0.79,1.53,0.69,-0.32,2.47,2.43,-0.06
1777925316.1361,1.66,2.39,1.03,3.06,3.1,0.79,1.41,0.7,-0.3,2.48,2.31,0.0
1777925316.3363,1.54,2.41,1.08,3.09,3.0,0.75,1.5,0.69,-0.25,2.52,2.31,-0.06
1777925316.5369,1.67,2.42,1.06,3.11,3.01,0.74,1.41,0.69,-0.21,2.44,2.33,-0.05
1777925316.7372,1.47,2.45,1.03,3.06,3.02,0.76,1.46,0.7,-0.3,2.45,2.33,-0.03
1777925316.9382,1.3,0.17,1.75,3.22,1.99,5.28,0.41,1.58,0.21,2.29,1.17,2.08
1777925317.1384,0.02,0.51,-0.13,2.43,3.32,4.76,0.47,0.46,0.88,1.17,3.2,0.18
1777925317.3387,0.12,0.32,-0.21,2.41,2.7,4.79,-0.03,0.88,0.58,1.17,2.98,0.2
1777925317.5389,0.06,0.39,-0.16,2.47,2.6,4.81,-0.03,0.76,0.55,1.15,2.92,0.21
1777925317.7395,-0.11,0.32,-0.18,2.46,2.65,4.74,-0.1,0.72,0.51,1.2,2.94,0.2
1777925317.9398,-0.12,0.38,-0.15,2.47,2.69,4.75,-0.07,0.73,0.5,1.18,2.85,0.21
1777925318.1400,0.03,0.35,-0.15,2.39,2.68,4.77,0.02,0.73,0.51,1.2,2.88,0.21
1777925318.3403,-0.21,0.31,-0.16,2.46,2.57,4.75,0.01,0.72,0.5,1.2,2.75,0.22
1777925318.5405,-0.09,0.32,-0.15,2.46,2.65,4.72,0.0,0.71,0.49,1.2,2.89,0.19
1777925318.7408,0.04,0.33,0.14,2.51,2.67,4.83,-0.05,0.76,0.48,1.2,2.85,0.21
1777925318.9412,-0.14,0.26,-0.19,2.49,2.68,4.69,-0.02,0.74,0.5,1.2,2.78,0.22
1777925319.1414,-0.17,-0.39,-0.16,2.47,2.61,4.71,-0.06,0.7,0.5,1.21,2.83,0.22
1777925319.3416,0.06,0.28,-0.19,2.43,2.61,4.78,-0.07,0.7,0.52,1.25,2.85,0.21
1777925319.5419,-0.04,0.34,-0.17,2.51,2.68,4.7,-0.06,0.7,0.5,1.22,3.09,0.21
1777925319.7421,-0.23,0.29,-0.17,2.49,2.79,4.77,-0.09,0.69,0.52,1.21,2.86,0.2
1777925319.9425,-0.11,0.39,0.16,2.44,2.71,4.75,0.0,0.68,0.48,1.22,2.9,0.19
1777925320.1429,-0.14,0.35,-0.18,2.45,2.72,4.77,-0.06,0.75,0.48,1.22,2.83,0.2
1777925320.3431,-0.03,0.32,-0.16,2.51,2.69,4.76,0.06,0.69,0.5,1.24,2.76,0.2
1777925320.5434,-0.1,0.31,-0.18,2.51,2.66,4.75,-0.04,0.68,0.49,1.24,3.06,0.21
1777925320.7437,-0.13,0.32,-0.18,2.48,2.68,4.69,-0.11,0.73,0.51,1.23,2.78,0.21
1777925320.9440,-0.07,0.37,0.14,2.46,2.71,4.78,0.0,0.69,0.5,1.22,2.73,0.21
1777925321.1442,-0.1,0.35,-0.18,2.52,2.68,4.72,-0.09,0.7,0.54,1.23,2.84,0.2
1777925321.3445,-0.09,0.34,-0.15,2.47,2.54,4.74,-0.08,0.74,0.49,1.21,3.06,0.21
1777925321.5447,-0.18,0.88,0.56,0.95,1.21,9.58,-0.06,1.53,-3.59,0.99,1.07,3.71
1777925321.7450,7.66,-0.1,26.77,-0.31,2.82,11.71,3.97,1.31,15.1,4.26,2.81,18.72
1777925321.9453,6.01,4.08,19.91,3.3,1.63,9.08,1.21,5.06,11.38,4.42,-7.12,24.55
1777925322.1456,5.64,8.93,12.14,3.44,10.31,29.22,0.85,7.07,3.23,8.69,13.35,29.35
1777925322.3466,6.73,1.16,12.58,0.85,3.78,5.77,0.17,-0.24,3.75,6.88,10.05,18.08
1777925322.5468,11.16,10.53,14.99,1.62,1.4,3.02,1.65,5.64,7.94,6.06,-0.01,11.35
1777925322.7471,9.5,-0.16,15.27,0.11,8.21,8.58,0.59,2.13,6.94,8.16,8.3,18.37
1777925322.9474,8.27,0.97,15.35,0.73,8.14,10.01,1.07,2.4,6.04,8.59,10.78,19.93
1777925323.1476,9.83,2.09,15.45,0.19,2.57,6.87,1.3,0.85,7.29,7.64,5.92,17.86
