timestamp_s,m1_a,m2_a,m3_a,m4_a,m5_a,m6_a,m7_a,m8_a,m9_a,m10_a,m11_a,m12_a
1777925323.3480,9.02,-0.07,15.52,0.49,5.75,7.67,1.14,1.0,6.79,8.06,8.66,18.34
1777925323.5486,9.02,-0.19,15.5,0.62,5.75,7.95,1.11,0.47,6.76,8.07,8.38,18.62
1777925323.7489,9.26,0.17,15.53,0.37,4.65,7.74,1.14,-0.24,6.89,8.21,7.68,18.17
1777925323.9491,9.11,-0.07,15.51,0.45,5.44,7.92,1.1,0.72,6.81,8.25,8.61,18.56
1777925324.1499,9.19,0.13,15.49,0.29,4.7,7.81,1.08,0.22,6.87,8.13,8.09,18.34
1777925324.3501,9.16,-0.05,15.51,0.46,5.27,7.87,1.11,0.46,6.84,8.1,8.31,18.42
1777925324.5504,9.17,-0.05,15.54,0.36,4.87,7.82,1.07,0.26,6.84,8.1,8.14,18.42
1777925324.7506,9.16,-0.12,15.51,0.49,5.13,7.84,1.07,0.39,6.84,8.14,8.24,18.4
1777925324.9509,9.2,-0.06,15.5,0.39,4.95,7.84,1.09,0.28,6.83,8.17,8.2,18.52
1777925325.1512,4.8,-0.57,11.56,1.45,8.35,13.31,1.46,3.46,13.93,7.76,8.8,16.22
1777925325.3515,5.21,1.63,37.22,10.84,23.09,36.48,8.82,7.83,17.23,-0.08,0.5,-2.46
1777925325.5517,6.99,2.19,25.2,1.37,7.61,-0.96,0.4,0.7,4.55,10.2,24.85,30.7
1777925325.7533,5.9,-0.13,11.14,7.16,3.64,17.3,4.82,0.91,26.23,1.11,2.87,36.51
1777925325.9536,0.27,0.92,4.56,3.29,16.35,14.04,12.05,4.41,5.58,5.26,2.94,20.03
1777925326.1541,7.53,13.95,10.76,0.05,-1.8,9.77,5.15,-1.14,7.59,13.97,31.15,26.21
1777925326.3543,1.63,16.34,8.14,13.62,14.35,25.63,8.61,0.96,30.55,0.28,-4.81,-6.0
1777925326.5552,10.9,2.47,22.41,3.26,-0.2,-12.34,3.47,7.37,19.3,6.48,3.9,16.48
1777925326.7555,16.16,3.51,10.38,6.01,8.27,15.62,2.34,0.64,9.1,10.65,23.4,23.84
1777925326.9558,5.47,5.17,19.51,0.87,-0.19,4.34,3.41,5.05,5.05,5.32,3.65,15.55
1777925327.1560,8.14,3.52,15.45,1.61,0.52,5.63,-0.16,0.73,7.5,8.26,10.46,18.17
1777925327.3563,6.58,7.08,16.39,2.13,0.41,6.85,1.61,0.88,6.42,8.22,10.37,18.94
1777925327.5567,7.88,4.13,16.43,2.04,0.28,6.22,0.62,-0.14,7.06,7.56,8.55,18.65
1777925327.7572,7.28,4.99,16.45,1.88,-0.2,6.57,1.27,-0.21,6.72,8.3,9.59,18.53
1777925327.9580,7.5,5.15,16.42,2.09,-0.01,6.53,0.99,-0.15,6.82,7.83,9.36,18.83
1777925328.1583,7.97,6.74,18.85,1.64,5.54,6.42,1.55,0.7,9.1,10.41,17.47,21.65
1777925328.3585,10.25,3.91,19.8,-0.24,2.89,4.02,2.79,6.53,10.44,7.29,2.1,12.68
1777925328.5588,11.79,20.89,10.99,-0.15,-0.24,6.33,2.84,9.32,6.33,5.28,5.73,-7.25
1777925328.7591,0.07,3.44,2.79,1.6,2.16,0.91,-0.24,2.63,2.72,0.93,2.82,1.88
1777925328.9593,-0.16,1.66,0.34,2.82,2.73,5.87,-0.02,1.68,0.9,2.4,2.76,0.2
1777925329.1597,-0.24,1.79,0.34,2.77,2.76,5.71,-0.07,1.81,0.91,2.39,2.86,0.18
1777925329.3600,0.11,1.77,0.35,2.73,2.87,5.75,0.0,1.85,0.88,2.39,2.83,0.18
1777925329.5603,0.13,1.74,0.33,2.76,2.84,5.7,-0.03,1.78,0.93,2.36,2.82,0.16
1777925329.7605,0.2,1.71,0.32,2.69,2.86,5.76,-0.1,1.84,0.89,2.37,2.85,0.18
1777925329.9608,0.09,1.75,0.35,2.76,2.76,5.7,-0.04,1.83,0.86,2.39,2.81,0.18
1777925330.1611,0.08,1.7,0.34,2.71,2.85,5.66,-0.01,1.86,0.9,2.42,2.82,0.18
1777925330.3614,-0.13,1.71,0.34,2.75,2.84,5.66,-0.05,1.79,0.89,2.42,2.8,0.18
1777925330.5616,2.43,-0.06,11.89,0.08,1.15,0.05,0.98,0.7,-0.32,0.62,-0.33,10.67
1777925330.7620,6.22,1.55,9.53,1.9,2.04,9.26,2.37,-0.84,14.83,6.16,6.97,15.65
1777925330.9622,5.15,8.86,15.48,4.47,10.62,13.99,-0.2,10.98,10.8,6.31,9.75,20.05
1777925331.1625,4.56,7.06,16.1,3.87,10.6,27.47,-0.22,6.67,9.07,9.74,16.27,25.4
1777925331.3628,9.03,4.17,16.62,-0.03,-0.1,3.07,1.45,5.29,8.0,6.3,2.36,15.37
1777925331.5634,10.18,5.4,15.5,-0.31,4.28,5.14,0.27,1.28,8.13,7.64,3.57,13.79
1777925331.7637,8.17,1.79,15.46,1.18,9.21,10.25,-0.07,3.97,6.1,9.49,12.78,20.38
1777925331.9644,8.44,0.71,15.59,0.58,5.15,8.17,0.14,0.24,6.26,8.76,8.02,19.24
1777925332.1646,9.06,1.09,15.59,0.54,4.25,6.96,-0.36,0.34,6.84,8.42,6.65,18.25
1777925332.3651,8.41,-0.04,15.57,0.82,6.99,8.18,0.05,1.12,6.45,8.95,9.76,19.02
1777925332.5654,8.71,0.68,15.56,0.44,4.88,7.84,0.18,0.2,6.55,8.67,8.13,18.55
1777925332.7658,8.64,0.0,15.59,0.64,5.45,7.86,0.19,-0.22,6.53,8.72,8.21,18.75
1777925332.9667,8.61,-0.03,15.6,0.63,5.64,7.94,0.15,-0.22,6.53,8.71,8.53,18.78
1777925333.1670,8.63,0.15,15.59,0.6,5.32,7.85,0.06,0.21,6.54,8.72,8.28,18.82
1777925333.3673,-0.15,2.61,-0.98,8.12,2.08,20.73,6.18,11.08,19.11,0.92,4.67,-5.47
1777925333.5676,2.18,2.83,33.28,3.48,2.82,-10.37,7.92,10.97,-10.48,13.9,0.47,24.59
1777925333.7680,16.52,7.37,0.35,1.0,3.15,5.1,2.12,4.96,35.9,17.47,9.14,19.72
1777925333.9683,1.11,0.51,0.56,12.31,13.87,24.46,6.29,4.85,24.14,1.04,-2.53,-3.89
1777925334.1685,2.51,4.1,9.03,-0.07,-0.4,-0.09,4.38,10.81,32.28,11.21,11.57,20.79
1777925334.3714,6.08,7.31,12.92,0.45,-3.46,7.31,2.39,4.04,16.78,15.69,12.28,18.12
1777925334.5716,5.88,16.1,37.69,12.47,18.12,9.46,3.72,0.62,14.95,1.41,12.02,22.45
1777925334.7719,3.67,3.67,15.18,-0.49,8.36,1.46,1.99,2.88,0.25,4.19,11.08,18.28
1777925334.9722,2.31,4.27,17.27,4.01,6.07,12.25,2.0,4.8,10.27,18.14,19.94,26.57
1777925335.1725,3.71,3.08,14.75,5.37,3.92,8.84,0.51,0.81,7.32,5.61,18.44,25.74
1777925335.3727,4.52,3.58,14.0,1.73,0.06,5.46,0.81,5.45,6.06,7.08,10.04,18.9
1777925335.5730,3.46,-0.13,14.56,3.36,3.28,7.11,1.33,0.11,6.12,6.81,14.72,20.26
1777925335.7732,2.45,0.67,14.28,3.62,4.58,8.17,0.61,-0.04,5.37,6.88,15.49,22.17
1777925335.9738,4.07,0.71,14.41,2.98,1.05,6.83,1.14,2.09,6.16,6.72,12.77,20.68
1777925336.1741,2.51,-0.08,8.75,1.42,7.23,4.58,1.88,0.07,1.34,7.28,19.17,18.36
1777925336.3743,4.61,-0.33,11.4,1.54,2.88,6.74,1.93,0.85,2.83,8.63,13.62,20.9
1777925336.5746,9.94,19.64,11.41,2.07,5.76,2.41,0.4,11.78,7.39,3.89,2.13,7.81
1777925336.7749,2.59,6.94,7.24,5.13,7.95,4.84,2.43,1.94,0.31,0.77,-0.23,7.65
1777925336.9751,0.91,1.51,0.49,2.79,2.56,4.91,0.15,0.85,0.91,2.53,3.12,0.15
1777925337.1761,0.85,1.85,0.42,2.95,2.79,4.86,-0.24,1.23,0.87,2.44,3.12,0.15
1777925337.3765,0.87,1.85,0.43,2.99,2.81,4.84,-0.36,1.41,0.87,2.46,3.09,0.17
1777925337.5767,0.9,1.87,0.4,3.02,2.87,4.9,-0.27,1.37,0.84,2.41,3.09,0.16
1777925337.7770,0.88,1.88,0.41,3.0,2.8,4.89,-0.36,1.41,0.85,2.42,3.1,0.15
1777925337.9773,1.0,1.89,0.42,3.02,2.73,4.89,-0.36,1.42,0.83,2.42,3.19,0.15
1777925338.1776,0.84,1.86,0.41,2.97,2.78,4.88,-0.21,1.38,0.83,2.45,3.12,0.16
1777925338.3778,0.88,1.89,0.4,3.02,2.89,4.86,-0.29,1.34,0.85,2.43,3.02,0.14
1777925338.5782,0.83,1.87,0.41,2.97,2.89,4.89,-0.3,1.36,0.85,2.44,3.16,0.16
1777925338.7785,0.86,1.88,0.39,2.99,2.87,4.83,-0.27,1.37,0.84,2.46,3.08,0.17
1777925338.9787,0.94,1.9,0.39,3.0,2.82,4.92,0.26,1.34,0.86,2.42,3.13,0.14
1777925339.1791,0.88,1.9,0.39,3.01,2.82,4.87,-0.29,1.37,0.85,2.4,3.22,0.14
1777925339.3793,0.91,1.9,0.41,2.99,2.79,4.83,-0.29,1.4,0.84,2.39,3.19,0.14
1777925339.5798,0.97,1.79,0.39,3.02,2.93,4.85,-0.38,1.37,0.9,2.41,3.3,0.14
1777925339.7803,0.88,1.89,0.37,2.97,2.86,4.83,-0.28,1.38,0.84,2.38,3.16,0.14
1777925339.9805,0.86,1.85,0.39,2.97,2.83,4.86,-0.32,1.38,0.88,2.41,3.27,0.15
1777925340.1808,0.95,1.89,0.37,3.06,2.74,4.87,-0.31,1.37,0.83,2.4,3.07,0.16
1777925340.3812,0.79,1.88,0.4,3.04,2.81,4.82,0.27,1.37,0.82,2.41,3.12,0.16
1777925340.5815,0.85,1.84,0.36,2.95,2.85,4.84,-0.29,1.39,0.84,2.38,3.15,0.15
1777925340.7816,0.9,1.79,0.37,3.0,2.77,4.86,-0.29,1.38,0.83,2.4,3.26,0.14
1777925340.9819,0.84,1.9,0.4,3.03,2.91,4.87,0.31,1.37,0.85,2.43,3.17,0.14
1777925341.1821,0.97,1.85,0.38,2.97,2.81,4.83,-0.34,1.35,0.85,2.37,3.15,0.14
1777925341.3824,-1.01,1.84,0.4,2.99,2.88,4.8,0.2,1.35,0.84,2.46,3.13,0.15
1777925341.5828,0.82,1.86,0.38,3.04,2.76,4.84,-0.29,1.38,0.84,2.4,3.25,0.14
1777925341.7833,0.72,1.82,0.4,2.96,2.77,4.81,-0.35,1.38,0.84,2.4,3.18,0.16
1777925341.9838,0.83,1.82,0.37,3.01,2.77,4.86,-0.25,1.37,0.81,2.4,3.1,0.14
1777925342.1845,0.85,1.88,0.38,2.93,2.93,4.83,-0.28,1.33,0.85,2.42,3.26,0.14
1777925342.3849,0.75,1.89,0.35,2.96,2.74,4.77,-0.32,1.33,0.84,2.38,3.23,0.16
1777925342.5852,0.86,1.88,0.37,2.97,2.85,4.86,-0.23,1.33,0.83,2.39,3.17,0.15
1777925342.7855,0.91,1.85,0.36,2.94,2.85,4.79,0.19,1.38,0.84,2.44,3.18,0.16
1777925342.9857,0.83,1.79,0.39,2.93,2.91,4.81,-0.28,1.39,0.84,2.41,3.12,0.15
1777925343.1866,0.89,1.83,0.37,2.97,2.87,4.8,-0.26,1.41,0.87,2.42,3.26,0.15
1777925343.3869,0.78,1.85,0.4,3.0,2.87,4.81,-0.24,1.39,0.84,2.41,3.15,0.15
1777925343.5871,0.84,1.88,0.35,3.0,2.92,4.77,-0.28,1.43,0.84,2.42,3.1,0.14
1777925343.7874,0.8,1.84,0.37,3.02,2.79,4.85,-0.2,1.35,0.88,2.43,3.26,0.14
1777925343.9877,0.68,1.8,0.37,3.04,2.8,4.83,-0.28,1.41,0.84,2.43,3.04,0.14
1777925344.1879,0.77,1.86,0.34,3.03,2.87,4.81,-0.23,1.37,0.85,2.41,3.2,0.14
1777925344.3882,0.81,1.84,0.38,3.0,2.85,4.83,-0.31,1.41,0.84,2.42,3.16,0.14
1777925344.5888,0.88,1.82,0.38,2.93,2.74,4.8,-0.26,1.39,0.82,2.44,3.15,0.15
1777925344.7890,0.7,1.82,0.37,2.96,2.74,4.82,-0.29,1.37,0.83,2.4,3.27,0.14
1777925344.9893,0.89,1.87,0.36,2.93,2.93,4.78,-0.28,1.4,0.84,2.38,3.17,0.14
1777925345.1896,0.81,1.85,0.36,2.96,2.89,4.83,-0.26,1.38,0.82,2.43,3.17,0.14
1777925345.3900,0.81,1.85,0.39,3.01,2.88,4.85,-0.31,1.37,0.85,2.44,3.3,0.15
1777925345.5903,0.85,1.77,0.39,2.98,2.88,4.81,0.22,1.35,0.81,2.45,3.19,0.17
1777925345.7905,0.69,1.81,0.4,3.02,2.89,4.78,-0.33,1.4,0.82,2.41,3.24,0.15
1777925345.9908,0.81,1.82,0.38,3.01,2.9,4.87,0.17,1.36,0.84,2.44,3.21,0.15
1777925346.1911,0.76,1.83,-0.4,2.94,2.91,4.8,0.22,1.38,0.83,2.4,3.29,0.14
1777925346.3913,0.73,1.84,0.38,3.0,2.77,4.86,-0.32,1.39,0.87,2.42,3.15,0.14
1777925346.5916,0.83,1.85,-0.4,2.99,2.83,4.8,0.29,1.35,0.86,2.43,3.28,0.14
1777925346.7919,0.78,1.86,0.4,3.0,2.81,4.9,0.25,1.35,0.9,2.44,3.01,0.16
1777925346.9921,0.87,1.84,0.36,3.02,2.76,4.82,0.22,1.35,0.83,2.43,3.18,0.16
1777925347.1924,0.83,1.85,0.37,3.05,2.81,4.8,-0.33,1.39,0.84,2.42,3.15,0.15
1777925347.3927,0.89,1.81,0.34,3.03,2.91,4.68,-0.3,1.32,0.84,2.4,3.19,0.15
1777925347.5930,0.76,1.82,0.37,2.94,2.85,4.84,-0.28,1.37,0.87,2.41,3.13,0.15
1777925347.7937,0.7,1.81,0.4,3.05,2.86,4.84,-0.31,1.39,0.86,2.45,3.2,0.15
1777925347.9943,0.93,1.79,0.33,2.99,2.71,4.85,-0.26,1.36,0.84,2.45,3.2,0.15
1777925348.1945,0.77,1.8,0.36,3.02,2.89,4.72,-0.29,1.42,0.83,2.42,3.11,0.14
1777925348.3948,0.81,1.86,0.36,2.93,2.76,4.83,0.23,1.46,0.84,2.4,3.23,0.14
1777925348.5951,0.81,1.81,0.38,2.97,2.77,4.83,0.26,1.35,0.83,2.44,3.16,0.15
1777925348.7957,0.84,1.82,0.37,3.01,2.84,4.79,0.28,1.34,0.82,2.41,3.24,0.15
1777925348.9958,0.91,1.87,0.33,3.01,2.9,4.84,-0.31,1.4,0.84,2.44,3.1,0.15
1777925349.1961,0.73,1.83,0.33,2.89,2.8,4.82,0.24,1.39,0.83,2.38,3.22,0.15
1777925349.3966,0.71,1.79,0.36,3.0,2.85,4.85,-0.24,1.43,0.84,2.43,3.13,0.15
1777925349.5969,0.73,1.82,0.38,2.95,2.83,4.81,-0.32,1.34,0.82,2.4,3.1,0.14
1777925349.7973,0.75,1.85,0.35,2.93,2.88,4.78,0.19,1.41,0.85,2.39,3.18,0.15
1777925349.9978,0.78,1.86,0.36,2.98,2.8,4.83,0.21,1.38,0.87,2.44,3.3,0.14
1777925350.1987,0.74,1.73,0.38,3.05,2.84,4.73,0.19,1.43,0.83,2.46,3.27,0.16
1777925350.3990,0.82,1.79,0.31,2.98,2.98,4.78,-0.39,1.35,0.83,2.41,3.16,0.13
1777925350.6016,0.83,1.81,0.37,3.05,2.81,4.78,-0.3,1.35,0.83,2.41,3.21,0.15
1777925350.8026,0.87,1.79,0.34,3.01,2.88,4.88,0.18,1.37,0.84,2.44,3.22,0.13
1777925351.0029,0.76,1.86,0.38,2.97,2.73,4.76,0.22,1.38,0.86,2.4,3.23,0.14
1777925351.2032,0.66,1.88,0.38,3.0,3.09,4.83,-0.33,1.34,0.84,2.41,3.22,0.14
1777925351.4037,0.82,1.78,0.35,3.0,2.88,4.8,-0.3,1.31,0.85,2.42,3.2,0.14
1777925351.6045,0.77,1.87,0.37,3.04,2.89,4.79,-0.35,1.32,0.86,2.43,3.27,0.15
1777925351.8053,0.79,1.8,0.38,2.97,2.86,4.76,-0.35,1.41,0.8,2.45,3.19,0.15
1777925352.0062,0.78,1.8,0.35,2.96,2.89,4.74,-0.33,1.39,0.82,2.43,3.27,0.15
1777925352.2070,0.82,1.81,0.33,3.0,2.98,4.72,0.26,1.37,0.85,2.44,3.22,0.13
1777925352.4073,-0.98,1.79,0.38,2.98,2.89,4.82,-0.24,1.33,0.83,2.39,3.21,0.15
1777925352.6081,0.73,1.8,0.38,2.97,2.79,4.83,-0.35,1.33,0.86,2.45,3.19,0.15
1777925352.8084,0.85,1.89,0.35,3.0,2.86,4.76,-0.37,1.36,0.83,2.41,3.16,0.15
1777925353.0087,0.83,1.83,0.33,2.96,2.89,4.8,0.23,1.32,0.83,2.42,3.19,0.14
1777925353.2090,0.76,1.83,0.35,3.04,2.88,4.71,-0.33,1.33,0.85,2.41,3.02,0.14
1777925353.4097,0.77,1.96,0.33,3.02,2.95,4.77,-0.37,1.39,0.82,2.4,3.21,0.15
1777925353.6100,0.75,1.82,0.38,2.99,2.88,4.79,-0.31,1.34,0.86,2.44,3.1,0.15
1777925353.8102,0.88,1.82,0.37,3.03,2.85,4.81,0.21,1.42,0.83,2.44,3.19,0.15
1777925354.0105,0.82,1.82,0.36,3.03,2.85,4.84,0.28,1.36,0.82,2.42,3.2,0.14
1777925354.2107,0.69,1.78,0.35,3.0,2.92,4.84,0.2,1.39,0.88,2.39,3.16,0.14
1777925354.4110,0.91,1.83,0.32,2.99,2.92,4.76,-0.31,1.42,0.83,2.36,3.1,0.15
1777925354.6113,0.83,1.8,0.35,2.96,2.94,4.85,-0.29,1.37,0.84,2.41,3.25,0.15
1777925354.8116,0.75,1.78,0.36,3.02,2.86,4.81,0.3,1.39,0.85,2.46,3.24,0.15
1777925355.0119,0.75,1.79,0.38,2.97,2.96,4.73,-0.34,1.34,0.84,2.37,3.19,0.15
1777925355.2121,0.85,1.84,0.34,2.98,2.84,4.79,-0.32,1.37,0.82,2.4,3.24,0.15
1777925355.4124,0.74,1.81,0.37,2.98,2.82,4.77,-0.32,1.38,0.87,2.41,3.09,0.15
1777925355.6126,0.74,1.82,0.35,2.98,2.83,4.82,-0.3,1.31,0.82,2.39,3.13,0.15
1777925355.8131,0.74,1.8,0.36,3.03,2.77,4.79,-0.26,1.36,0.82,2.4,3.24,0.15
1777925356.0133,0.73,1.84,0.37,2.98,2.9,4.8,0.25,1.39,0.86,2.42,3.25,0.14
1777925356.2138,0.78,1.81,0.35,2.99,2.92,4.86,0.31,1.39,0.82,2.4,3.11,0.13
1777925356.4141,0.79,1.8,0.34,2.98,2.9,4.81,0.25,1.4,0.84,2.4,3.14,0.15
1777925356.6144,-0.99,1.8,0.37,2.99,2.76,4.79,-0.31,1.34,0.8,2.46,3.05,0.14
1777925356.8149,0.8,1.77,0.36,2.94,2.92,4.81,0.23,1.34,0.85,2.45,3.18,0.15
1777925357.0152,0.8,1.81,0.37,2.99,2.89,4.82,-0.29,1.36,0.84,2.38,3.16,0.15
1777925357.2154,0.79,1.82,0.33,2.96,2.87,4.87,0.19,1.36,0.84,2.41,3.2,0.15
1777925357.4157,0.81,1.84,0.35,2.94,2.88,4.85,-0.28,1.4,0.85,2.4,3.18,0.15
1777925357.6160,0.98,1.82,0.35,2.98,2.91,4.79,-0.34,1.35,0.83,2.41,3.12,0.15
1777925357.8162,0.81,1.82,0.33,2.97,2.85,4.81,0.18,1.31,0.85,2.42,3.08,0.15
1777925358.0166,0.75,1.78,0.31,2.93,2.8,4.82,-0.26,1.42,0.85,2.43,3.12,0.15
1777925358.2168,0.87,1.75,0.35,2.96,2.92,4.78,0.27,1.4,0.87,2.38,3.15,0.16
1777925358.4172,0.74,1.82,0.35,2.97,2.89,4.87,-0.38,1.37,0.85,2.41,3.1,0.16
1777925358.6177,0.76,1.8,0.37,2.95,2.8,4.71,0.22,1.34,0.88,2.43,3.11,0.15
1777925358.8180,0.78,1.8,0.35,3.03,2.74,4.82,0.27,1.32,0.84,2.42,3.14,0.13
1777925359.0182,0.97,1.81,0.35,2.95,2.82,4.77,0.25,1.4,0.86,2.43,3.22,0.14
1777925359.2185,0.7,1.81,0.35,2.91,2.96,4.83,0.29,1.3,0.87,2.43,3.14,0.15
1777925359.4188,0.73,1.78,0.35,2.99,2.87,4.87,0.31,1.36,0.85,2.43,3.04,0.14
1777925359.6191,0.68,1.72,0.35,2.97,2.82,4.87,-0.3,1.39,0.81,2.42,3.12,0.15
1777925359.8194,0.74,1.79,0.34,3.03,2.83,4.73,0.3,1.37,0.84,2.42,3.19,0.15
1777925360.0201,0.78,1.78,0.35,2.94,2.91,4.82,-0.38,1.32,0.86,2.39,3.25,0.14
1777925360.2212,0.8,1.81,0.33,2.99,2.82,4.82,0.25,1.38,0.86,2.41,3.2,0.15
1777925360.4222,0.75,1.84,0.36,2.96,2.86,4.81,-0.31,1.44,0.86,2.46,3.24,0.16
1777925360.6230,0.73,1.77,0.34,3.0,2.84,4.87,0.33,1.36,0.79,2.4,3.23,0.16
1777925360.8234,0.76,1.78,0.34,2.92,2.84,4.85,-0.31,1.39,0.81,2.48,3.14,0.14
1777925361.0238,0.73,1.84,0.36,3.01,2.81,4.79,-0.26,1.39,0.84,2.4,3.11,0.15
1777925361.2245,0.73,1.76,0.35,2.95,2.93,4.83,-0.29,1.34,0.82,2.42,3.11,0.14
1777925361.4247,-0.93,1.81,0.35,2.98,2.82,4.79,-0.36,1.43,0.86,2.44,3.18,0.16
1777925361.6252,0.8,1.85,0.33,2.98,2.77,4.82,-0.31,1.37,0.91,2.44,3.17,0.15
1777925361.8255,0.66,1.8,0.36,2.97,2.74,4.74,-0.37,1.34,0.87,2.39,3.21,0.14
1777925362.0256,-0.92,1.8,0.36,3.06,2.93,4.78,-0.29,1.39,0.85,2.41,3.15,0.16
1777925362.2259,0.77,1.83,0.36,2.88,2.88,4.79,-0.28,1.39,0.86,2.42,3.09,0.15
1777925362.4261,0.84,1.84,0.34,2.99,2.84,4.75,-0.34,1.37,0.86,2.41,3.21,0.15
1777925362.6264,0.78,1.83,0.34,2.95,2.85,4.75,0.27,1.41,0.84,2.43,3.12,0.13
1777925362.8267,0.84,1.79,0.34,2.91,2.8,4.75,0.24,1.44,0.82,2.43,3.06,0.13
1777925363.0270,0.74,1.74,0.34,3.0,2.79,4.85,0.16,1.34,0.83,2.45,3.15,0.14
1777925363.2274,0.79,1.8,0.34,2.98,2.86,4.79,-0.26,1.35,0.86,2.39,3.04,0.14
1777925363.4276,0.82,1.72,0.37,3.05,2.91,4.71,0.29,1.37,0.85,2.43,3.12,0.14
1777925363.6279,0.78,1.82,0.36,3.02,2.91,4.74,0.3,1.36,0.84,2.41,3.19,0.13
1777925363.8282,0.78,1.76,0.34,2.95,2.8,4.79,-0.29,1.38,0.81,2.41,3.08,0.14
1777925364.0284,0.74,1.79,0.35,2.94,2.87,4.77,-0.27,1.44,0.83,2.4,3.1,0.14
1777925364.2287,0.8,1.82,0.34,2.98,2.93,4.79,0.15,1.35,0.83,2.41,3.19,0.15
1777925364.4290,0.78,1.78,0.34,2.9,2.81,4.73,-0.32,1.37,0.81,2.4,3.27,0.14
1777925364.6293,0.81,1.76,0.33,2.93,2.8,4.8,0.2,1.4,0.83,2.41,3.07,0.15
1777925364.8296,0.75,1.77,0.34,2.95,2.82,4.79,0.23,1.35,0.83,2.39,3.2,0.15
1777925365.0298,0.78,1.77,0.31,2.96,2.88,4.75,0.23,1.35,0.84,2.41,3.04,0.15
1777925365.2301,0.73,1.8,0.34,3.06,2.93,4.8,-0.27,1.37,0.83,2.41,3.13,0.14
1777925365.4304,0.85,1.76,0.33,2.99,2.84,4.8,-0.33,1.38,0.82,2.41,3.1,0.15
1777925365.6306,0.78,1.82,0.34,2.98,2.79,4.77,-0.29,1.39,0.83,2.43,3.09,0.14
1777925365.8309,0.78,1.8,0.34,3.06,2.85,4.74,0.21,1.34,0.84,2.4,2.99,0.19
1777925366.0312,0.71,1.79,0.35,2.96,2.83,4.78,0.25,1.32,0.84,2.41,3.14,0.15
1777925366.2314,0.79,1.73,0.34,2.95,2.94,4.83,0.08,1.36,0.86,2.39,3.06,0.16
1777925366.4317,0.77,1.83,0.35,2.93,2.92,4.86,-0.34,1.38,0.85,2.42,3.17,0.16
1777925366.6320,0.87,1.77,0.34,2.97,2.96,4.77,-0.29,1.47,0.84,2.38,3.15,0.15
1777925366.8324,0.67,1.8,0.32,2.99,2.75,4.78,-0.32,1.38,0.84,2.4,3.1,0.15
1777925367.0327,0.73,1.77,0.33,2.99,2.76,4.75,0.25,1.36,0.88,2.43,3.02,0.14
1777925367.2329,0.86,1.79,0.31,2.98,2.84,4.77,-0.3,1.34,0.85,2.41,3.19,0.13
1777925367.4332,0.74,1.79,0.35,2.95,2.94,4.75,-0.31,1.39,0.83,2.4,3.13,0.16
1777925367.6336,0.72,1.77,0.36,2.96,3.01,4.72,-0.34,1.4,0.82,2.51,3.12,0.16
1777925367.8339,0.73,1.8,0.36,2.96,2.8,4.75,0.26,1.33,0.83,2.42,3.16,0.13
1777925368.0341,0.83,1.8,0.32,2.94,2.73,4.78,-0.27,1.4,0.83,2.42,3.27,0.15
1777925368.2365,0.28,1.03,-0.04,1.56,-1.62,0.71,-0.2,5.49,11.75,2.2,1.55,5.07
1777925368.4368,6.91,-0.19,30.81,0.35,4.07,11.15,5.67,5.02,28.53,4.27,5.45,15.37
1777925368.6371,5.43,6.13,18.89,4.24,7.58,13.45,3.29,6.33,17.73,5.99,9.17,22.76
1777925368.8382,5.76,7.16,18.73,2.64,12.12,28.96,-0.55,4.74,3.53,10.78,18.4,24.06
1777925369.0384,8.93,1.45,11.54,0.39,-0.24,4.05,0.01,1.29,4.17,5.52,2.11,14.21
1777925369.2387,11.27,9.82,14.9,1.13,3.52,3.09,1.87,2.92,9.56,6.17,-0.02,12.5
1777925369.4393,9.88,-0.32,14.92,0.18,11.04,10.51,-0.07,5.8,6.9,9.86,10.04,20.07
1777925369.6397,9.66,0.82,15.11,-0.12,7.37,9.66,0.19,1.02,6.19,8.62,6.62,18.81
1777925369.8400,10.3,3.14,15.1,-0.16,5.02,7.14,0.68,0.24,7.51,8.57,4.54,17.07
1777925370.0408,9.88,-0.04,15.06,-0.16,8.3,8.74,-0.1,2.41,6.85,9.12,8.14,18.52
1777925370.2415,9.97,1.99,15.1,-0.18,6.15,8.2,0.53,0.23,6.95,8.8,5.87,18.1
1777925370.4420,9.36,0.93,14.67,0.46,9.42,10.39,-0.04,4.23,4.91,8.66,9.64,19.65
1777925370.6423,9.92,1.32,15.46,-0.09,3.44,7.66,1.07,-0.04,7.64,8.33,5.18,18.83
1777925370.8427,9.75,-0.22,15.03,0.08,4.34,7.46,0.58,0.81,7.3,8.39,6.52,18.22
1777925371.0430,9.5,-0.13,15.06,0.16,5.03,7.73,0.63,1.41,7.15,8.55,6.83,18.54
1777925371.2436,9.74,0.64,15.08,0.02,4.0,7.55,0.68,-0.73,7.31,8.51,6.26,18.31
1777925371.4438,9.6,-0.14,15.05,0.18,4.57,7.68,0.57,1.08,7.25,8.71,6.87,18.39
1777925371.6441,9.68,0.47,15.04,0.08,4.24,7.57,0.63,0.78,7.27,8.61,6.44,18.34
1777925371.8447,9.66,0.29,15.04,0.1,4.36,7.64,0.55,0.92,7.26,8.51,6.64,18.36
1777925372.0451,9.66,-0.33,15.04,0.07,4.42,7.62,0.6,0.89,7.24,8.56,6.6,18.41
1777925372.2453,9.69,0.33,15.07,0.08,4.28,7.61,0.61,0.94,7.25,8.65,6.51,18.34
