timestamp_s,m1_c,m2_c,m3_c,m4_c,m5_c,m6_c,m7_c,m8_c,m9_c,m10_c,m11_c,m12_c
1777887652.4367,45,45,52,43,43,43,44,46,47,45,44,48
1777887652.6370,45,45,52,43,43,43,44,46,47,45,44,48
1777887652.8373,45,45,52,43,43,43,44,46,47,45,44,48
1777887653.0375,46,45,52,43,43,43,44,46,47,45,44,48
1777887653.2378,45,45,52,43,43,43,44,46,47,45,44,48
1777887653.4381,45,45,52,43,43,43,44,46,47,45,44,48
1777887653.6384,45,45,52,43,43,43,44,46,47,45,44,48
1777887653.8386,45,45,52,43,43,43,44,46,47,45,44,48
1777887654.0389,45,45,52,43,43,43,44,46,47,45,44,48
1777887654.2392,46,45,52,43,43,43,44,46,47,45,44,48
1777887654.4394,45,45,51,43,43,43,44,46,47,45,44,48
1777887654.6397,46,45,52,43,43,43,44,46,47,45,44,48
1777887654.8401,45,45,52,43,43,43,44,46,47,45,44,48
1777887655.0404,45,45,52,43,43,43,44,46,47,45,44,48
1777887655.2408,46,45,51,43,43,43,44,46,47,45,44,48
1777887655.4411,46,45,51,43,43,43,44,46,47,45,44,48
1777887655.6414,45,45,51,43,43,43,44,46,47,45,44,48
1777887655.8417,45,45,52,43,43,43,44,46,47,45,44,48
1777887656.0422,45,45,51,43,43,43,44,46,47,45,44,48
1777887656.2425,46,45,51,43,43,43,44,46,47,45,44,48
1777887656.4430,45,45,51,43,43,43,44,46,47,45,44,48
1777887656.6433,46,45,51,43,43,43,44,46,47,45,44,48
1777887656.8436,45,45,51,43,43,43,44,46,47,45,44,48
1777887657.0441,46,45,51,43,43,43,44,46,47,45,44,48
1777887657.2447,45,45,51,43,43,43,44,46,47,45,44,48
1777887657.4451,46,45,51,43,43,43,44,46,47,45,44,48
1777887657.6454,45,45,51,43,43,43,44,46,47,45,44,48
1777887657.8457,46,45,51,43,43,43,44,46,47,45,44,48
1777887658.0460,45,45,51,43,43,43,44,46,47,45,44,48
1777887658.2464,45,45,51,43,43,43,44,46,47,45,44,48
1777887658.4468,45,45,51,43,43,43,44,46,47,45,44,48
1777887658.6471,45,45,51,43,43,43,44,46,47,45,44,48
1777887658.8474,46,45,51,43,43,43,44,46,47,45,44,48
1777887659.0477,45,45,51,43,43,43,44,46,47,45,44,48
1777887659.2481,45,45,51,43,43,43,44,46,47,45,44,48
1777887659.4485,45,45,51,43,43,43,44,46,47,45,44,48
1777887659.6488,45,45,51,43,43,43,44,46,47,45,44,48
1777887659.8492,45,45,51,43,43,43,44,46,47,45,44,48
1777887660.0500,45,45,51,43,43,43,44,46,47,45,45,48
1777887660.2504,46,45,51,43,43,43,44,46,47,45,44,48
1777887660.4509,45,45,51,43,43,43,44,46,47,45,44,48
1777887660.6519,46,45,51,43,43,43,44,46,47,45,44,48
1777887660.8525,45,45,51,43,43,43,44,46,47,45,44,48
1777887661.0531,45,45,51,43,43,43,44,46,47,45,44,48
1777887661.2534,45,45,51,43,43,43,44,46,47,45,44,48
1777887661.4537,45,45,51,43,43,43,44,46,47,45,44,48
1777887661.6540,45,45,51,43,43,43,44,46,47,45,44,48
1777887661.8544,45,45,51,43,43,43,44,46,47,45,44,48
1777887662.0547,45,45,51,43,43,43,44,46,47,45,44,48
1777887662.2549,45,45,51,43,43,43,44,46,47,45,45,48
1777887662.4551,45,45,51,43,43,43,44,46,47,45,44,48
1777887662.6555,46,45,51,43,43,43,44,46,47,45,45,48
1777887662.8557,45,45,51,43,43,43,44,46,47,45,44,48
1777887663.0561,45,45,51,43,43,43,44,46,47,45,44,48
1777887663.2563,45,45,51,43,43,43,44,46,47,45,44,48
1777887663.4566,45,45,51,43,43,43,44,46,47,45,44,48
1777887663.6568,45,45,51,43,43,43,44,46,47,45,44,48
1777887663.8571,46,45,51,43,43,43,44,46,47,45,45,48
1777887664.0574,46,45,51,43,43,43,44,46,47,45,44,48
1777887664.2578,45,45,51,43,43,43,44,46,47,45,44,48
1777887664.4580,45,45,51,43,43,43,44,46,47,45,44,48
1777887664.6588,45,45,51,43,43,43,44,46,47,45,44,48
1777887664.8592,45,45,51,43,43,43,44,46,47,45,44,48
1777887665.0595,45,45,51,43,43,43,44,46,47,45,44,48
1777887665.2598,45,45,51,43,43,43,44,46,47,45,44,48
1777887665.4601,45,45,51,43,43,43,44,46,47,45,44,48
1777887665.6605,45,45,51,43,43,43,44,46,47,45,44,48
1777887665.8607,45,45,51,43,43,43,44,46,47,45,44,48
1777887666.0610,45,45,51,43,43,43,44,46,47,45,45,48
1777887666.2613,46,45,51,43,43,43,44,46,47,45,44,48
1777887666.4615,45,45,51,43,43,43,44,46,47,45,45,48
1777887666.6619,46,45,51,43,43,43,44,46,47,45,45,47
1777887666.8624,45,45,51,43,43,43,44,46,47,45,44,48
1777887667.0626,45,45,51,43,43,43,44,46,47,45,44,47
1777887667.2629,45,45,51,43,43,43,44,46,47,45,44,47
1777887667.4632,45,45,51,43,43,43,44,46,47,45,44,48
1777887667.6635,45,45,51,43,43,43,44,46,47,45,45,47
1777887667.8639,45,45,51,43,43,43,44,46,47,45,44,47
1777887668.0644,45,45,51,43,43,43,44,46,47,45,45,48
1777887668.2648,45,45,51,43,43,43,44,46,47,45,45,48
1777887668.4650,45,45,51,43,43,43,44,46,47,45,45,47
1777887668.6653,45,45,51,43,43,43,44,46,47,45,45,47
1777887668.8657,45,45,51,43,43,43,44,46,47,45,45,47
1777887669.0661,45,45,51,43,43,43,44,46,47,45,45,48
1777887669.2664,45,45,51,43,43,43,44,46,47,45,45,48
1777887669.4669,46,45,51,43,43,43,44,46,47,45,45,48
1777887669.6672,46,45,51,43,43,43,44,46,47,45,44,47
1777887669.8675,45,45,51,43,43,43,44,46,47,45,45,48
1777887670.0678,45,45,51,43,43,43,44,46,47,45,44,47
1777887670.2682,45,45,51,43,43,43,44,46,47,45,45,48
1777887670.4684,45,45,51,43,43,43,44,46,47,45,45,47
1777887670.6691,45,45,51,43,43,43,44,46,47,45,44,47
1777887670.8695,45,45,51,43,43,43,44,46,47,45,45,48
1777887671.0698,45,45,51,43,43,43,44,46,47,45,45,47
1777887671.2704,45,45,51,43,43,43,44,46,47,45,45,47
1777887671.4711,45,45,51,43,43,43,44,46,47,45,45,47
1777887671.6714,45,45,51,43,43,43,44,46,47,45,45,47
1777887671.8724,45,45,51,43,43,43,44,46,47,45,45,47
1777887672.0728,45,45,51,43,43,43,44,46,47,45,45,47
1777887672.2733,46,45,51,43,43,43,44,46,47,45,45,47
1777887672.4736,45,45,51,43,43,43,44,46,47,45,45,47
1777887672.6739,45,45,51,43,43,43,44,46,46,45,45,47
1777887672.8742,45,45,51,43,43,43,44,46,47,45,45,47
1777887673.0755,45,45,51,43,43,43,44,46,47,45,45,47
1777887673.2758,45,45,51,43,43,43,44,46,47,45,45,47
1777887673.4760,45,45,51,43,43,43,44,46,47,45,45,47
1777887673.6764,45,45,51,43,43,43,44,46,47,45,45,47
1777887673.8772,45,45,51,43,43,43,44,46,46,45,45,47
1777887674.0776,45,45,51,43,43,43,44,46,46,45,45,47
1777887674.2779,45,45,51,43,43,43,44,46,46,45,45,47
1777887674.4783,45,45,51,43,43,43,44,46,46,45,45,47
1777887674.6792,46,45,51,43,43,43,44,46,47,45,45,47
1777887674.8795,45,45,51,43,43,43,44,46,46,45,45,47
1777887675.0798,45,45,51,43,43,43,44,46,46,45,45,47
1777887675.2800,45,45,51,43,43,43,44,46,47,45,45,47
1777887675.4803,46,45,51,43,43,43,44,46,46,45,45,47
1777887675.6806,45,45,51,43,43,43,44,46,46,45,45,47
1777887675.8813,45,45,51,43,43,43,44,46,46,45,45,47
1777887676.0816,45,45,51,43,43,43,44,46,46,45,45,47
1777887676.2818,46,45,51,43,43,43,44,46,47,45,45,47
1777887676.4822,45,45,51,43,44,43,44,46,47,45,45,47
1777887676.6825,45,45,51,43,43,43,44,46,47,45,45,47
1777887676.8828,45,45,51,43,43,43,44,46,47,45,45,47
1777887677.0831,45,45,51,43,43,43,44,46,46,45,45,47
1777887677.2834,45,45,51,43,43,43,44,46,47,45,45,47
1777887677.4836,45,45,51,43,43,43,44,46,47,45,45,47
1777887677.6839,45,45,51,43,43,43,44,46,47,45,45,47
1777887677.8842,45,45,51,43,43,43,44,46,46,45,45,47
1777887678.0846,45,45,51,43,43,43,44,46,46,45,45,47
1777887678.2854,45,45,50,43,43,43,44,46,46,45,45,47
1777887678.4856,46,45,50,43,43,43,44,46,46,45,45,47
1777887678.6859,45,45,51,43,43,43,44,46,47,45,45,47
1777887678.8862,45,45,51,43,43,43,44,46,47,45,45,47
1777887679.0865,45,45,51,43,43,43,44,46,46,45,45,47
1777887679.2868,45,45,51,43,43,43,44,46,46,45,45,47
1777887679.4871,46,45,51,43,43,43,44,46,46,45,45,47
1777887679.6873,45,45,51,43,43,43,44,46,46,45,45,47
1777887679.8876,45,45,51,43,43,43,44,46,47,45,45,47
1777887680.0879,45,45,50,43,43,43,44,46,47,45,45,47
1777887680.2882,45,45,50,43,43,43,44,46,46,45,45,47
1777887680.4884,45,45,50,43,43,43,44,46,46,45,45,47
1777887680.6887,46,45,51,43,43,43,44,46,47,45,45,47
1777887680.8892,45,45,51,43,43,43,44,46,46,45,45,47
1777887681.0895,45,45,50,43,43,43,44,46,47,45,45,47
1777887681.2897,45,45,50,43,43,43,44,46,47,45,45,47
1777887681.4900,45,45,50,43,43,43,44,46,46,45,45,47
1777887681.6906,45,45,50,43,43,43,44,46,47,45,45,47
1777887681.8912,46,45,51,43,43,43,44,46,47,45,45,47
1777887682.0915,46,45,50,43,43,43,44,46,46,45,45,47
1777887682.2923,46,45,51,43,43,43,44,46,46,45,45,47
1777887682.4927,45,45,50,43,43,43,44,46,46,45,45,47
1777887682.6930,45,45,51,43,44,43,44,46,46,45,45,47
1777887682.8932,46,45,50,43,43,43,44,46,47,45,45,47
1777887683.0935,45,45,50,43,43,43,44,46,46,45,45,47
1777887683.2938,45,45,50,43,43,43,44,46,47,45,45,47
1777887683.4941,46,45,50,43,43,43,44,46,46,45,45,47
1777887683.6943,45,45,50,43,43,43,44,46,46,45,45,47
1777887683.8946,45,45,51,43,43,43,44,46,46,45,45,47
1777887684.0949,45,45,51,43,43,43,44,46,46,45,45,47
1777887684.2951,45,45,50,43,43,43,44,46,47,45,45,47
1777887684.4954,45,45,51,43,43,43,44,46,46,45,45,47
1777887684.6958,45,45,50,43,43,43,44,46,46,45,45,47
1777887684.8962,46,45,50,43,43,43,44,46,46,45,45,47
1777887685.0965,45,45,50,43,43,43,44,46,46,45,45,47
1777887685.2969,45,45,50,43,44,43,44,46,46,45,45,47
1777887685.4971,46,45,50,43,44,43,44,46,46,45,45,47
1777887685.6974,45,45,50,43,44,43,44,46,47,45,45,47
1777887685.8976,45,45,50,43,44,43,44,46,46,45,45,47
1777887686.0979,45,45,50,43,43,43,44,46,46,45,45,47
1777887686.2981,45,45,50,43,43,43,44,46,46,45,45,47
1777887686.4990,46,45,50,43,43,43,44,46,46,45,45,47
1777887686.6992,45,45,50,43,44,43,44,46,46,45,45,47
1777887686.8995,45,45,50,43,44,43,44,46,46,45,45,47
1777887687.0998,45,45,50,43,43,43,44,46,46,45,45,47
1777887687.3001,45,45,50,43,43,43,44,46,46,45,45,47
1777887687.5003,45,45,50,43,43,43,44,46,46,45,45,47
1777887687.7006,45,45,50,43,43,43,44,46,46,45,45,47
1777887687.9008,45,45,50,43,43,43,44,46,46,45,45,47
1777887688.1012,45,45,50,43,43,43,44,46,46,45,45,47
1777887688.3015,45,45,50,43,43,43,44,46,46,45,45,47
1777887688.5018,45,45,50,43,43,43,44,46,46,45,45,47
1777887688.7021,46,45,50,43,44,43,44,46,46,45,45,47
1777887688.9024,45,45,51,43,43,43,44,46,47,45,45,47
1777887689.1027,45,45,50,43,44,43,44,46,46,45,45,47
1777887689.3030,45,45,50,43,43,43,44,46,47,45,45,47
1777887689.5032,45,45,51,43,43,43,44,46,46,45,45,47
1777887689.7035,46,45,51,43,43,43,44,46,46,45,45,47
1777887689.9038,45,45,51,43,43,43,44,46,46,45,45,47
1777887690.1041,45,45,51,43,43,43,44,46,47,45,45,47
1777887690.3043,45,45,51,43,44,43,44,46,47,45,45,47
1777887690.5047,45,45,51,43,43,43,44,46,47,45,45,47
1777887690.7049,46,45,51,43,44,43,44,46,47,45,45,47
1777887690.9052,45,45,51,43,43,43,44,46,47,45,45,47
1777887691.1054,45,45,51,43,44,43,44,46,47,45,45,47
1777887691.3057,45,45,51,43,43,43,44,46,47,45,45,47
1777887691.5060,45,45,51,43,44,43,44,46,47,45,45,47
1777887691.7062,45,45,51,43,44,43,44,46,47,45,45,47
1777887691.9065,45,45,51,43,44,43,44,46,47,45,45,48
1777887692.1068,45,45,51,43,43,43,44,46,47,45,45,47
1777887692.3070,45,46,51,43,43,43,44,46,47,45,45,48
1777887692.5073,45,45,51,43,43,43,44,46,47,45,45,48
1777887692.7075,45,45,51,43,44,43,44,46,47,45,45,48
1777887692.9078,45,45,51,43,44,43,44,46,47,45,45,48
1777887693.1081,45,45,51,43,44,43,44,46,47,45,45,48
1777887693.3083,45,45,51,43,44,43,44,46,47,45,45,48
1777887693.5086,45,46,51,43,44,43,44,46,47,45,45,48
1777887693.7088,45,45,51,43,43,43,44,46,47,45,45,48
1777887693.9092,45,45,51,43,44,43,44,47,47,45,45,48
1777887694.1095,45,46,51,43,44,43,44,46,47,45,45,48
1777887694.3099,45,46,51,43,44,43,44,46,47,45,45,48
1777887694.5102,45,46,51,43,44,43,44,46,47,45,45,48
1777887694.7105,45,46,51,43,43,43,44,47,47,45,45,48
1777887694.9110,45,46,51,43,43,43,44,47,47,45,45,48
1777887695.1113,45,46,51,43,44,43,44,46,47,45,45,48
1777887695.3116,45,46,52,43,44,43,44,46,47,45,45,48
1777887695.5119,46,46,51,43,44,43,44,46,47,45,45,48
1777887695.7122,45,46,52,43,44,43,44,46,47,45,45,48
1777887695.9126,45,46,51,43,44,43,44,47,47,45,45,48
1777887696.1129,45,46,52,43,43,43,44,47,47,45,45,48
1777887696.3132,45,46,52,43,44,43,44,46,47,45,45,48
1777887696.5135,45,46,52,43,43,43,44,47,47,45,45,48
1777887696.7139,46,46,52,43,44,43,44,47,47,45,45,48
1777887696.9144,45,46,52,43,44,43,44,47,47,45,45,48
1777887697.1155,45,46,52,43,44,43,44,46,47,45,45,48
1777887697.3158,45,46,52,43,44,43,44,47,47,45,45,48
1777887697.5161,45,46,52,43,44,43,44,47,47,45,45,48
1777887697.7164,45,46,52,43,44,43,44,47,47,45,45,48
1777887697.9166,45,46,52,43,44,44,44,47,47,45,45,48
1777887698.1170,45,46,52,43,44,43,44,47,47,45,45,48
1777887698.3173,46,46,52,43,43,43,44,47,47,45,45,48
1777887698.5175,46,46,52,43,43,44,44,47,47,45,45,48
1777887698.7179,45,46,52,43,43,43,44,47,47,45,45,48
1777887698.9181,45,46,52,43,43,43,44,47,47,45,45,48
1777887699.1184,45,46,52,43,44,43,44,47,47,45,45,48
1777887699.3186,45,46,52,43,44,44,44,47,47,45,45,49
1777887699.5188,45,46,52,43,44,43,44,47,47,45,45,49
1777887699.7192,45,46,52,43,43,43,44,47,47,45,45,49
1777887699.9194,45,46,52,43,43,43,44,47,47,45,45,49
1777887700.1197,45,46,52,43,44,43,44,47,48,45,45,49
1777887700.3200,45,46,52,43,44,43,44,47,48,45,45,49
1777887700.5202,45,46,52,43,43,44,44,47,48,45,45,49
1777887700.7205,45,46,53,43,44,43,44,47,48,45,45,49
1777887700.9208,46,46,52,43,44,44,44,47,48,45,45,49
1777887701.1211,45,46,53,43,44,44,44,47,48,45,45,49
1777887701.3213,45,46,53,43,44,44,44,47,48,45,45,49
1777887701.5216,45,46,53,43,44,44,44,47,48,45,45,49
1777887701.7218,45,46,53,43,44,43,44,47,48,45,45,49
1777887701.9222,45,46,53,43,44,44,44,47,48,45,45,49
1777887702.1224,46,46,53,43,43,44,44,47,48,45,45,49
1777887702.3227,45,46,53,43,44,44,44,47,48,45,45,49
1777887702.5230,45,46,53,43,43,44,44,47,48,45,45,49
1777887702.7232,45,46,53,43,44,44,44,47,48,45,45,49
1777887702.9235,45,46,53,43,44,44,44,47,48,45,45,49
1777887703.1238,45,46,53,43,44,44,44,47,48,45,45,49
1777887703.3240,45,46,53,43,44,44,44,47,48,45,45,49
1777887703.5243,45,46,53,43,44,44,44,47,48,45,45,49
1777887703.7245,45,46,53,43,44,44,44,47,48,45,45,49
1777887703.9248,46,46,53,43,44,44,44,47,48,45,45,49
1777887704.1250,46,46,53,43,44,44,44,47,48,45,45,49
1777887704.3253,46,46,53,43,44,44,44,47,48,45,45,49
1777887704.5256,46,46,53,43,44,44,44,47,48,45,45,49
1777887704.7258,46,46,53,43,44,44,44,47,48,45,45,49
1777887704.9261,46,46,53,43,44,44,44,47,48,45,45,49
1777887705.1263,46,46,53,43,43,44,44,47,48,45,45,49
1777887705.3266,46,46,53,43,44,44,44,47,48,45,45,49
1777887705.5268,46,46,53,43,43,44,44,47,48,45,45,49
1777887705.7271,46,46,53,43,44,44,44,47,48,45,45,49
1777887705.9273,46,46,53,43,43,44,44,47,48,45,45,49
1777887706.1276,46,46,53,43,43,44,44,47,48,45,45,49
1777887706.3279,46,46,54,43,43,44,44,47,48,45,45,50
1777887706.5282,46,46,53,43,44,44,44,47,48,45,45,49
1777887706.7284,46,46,53,43,44,44,44,47,48,45,45,49
1777887706.9287,46,46,54,43,43,44,44,47,48,46,45,49
1777887707.1291,46,46,54,43,44,44,44,47,48,45,45,49
1777887707.3294,46,46,54,43,44,44,44,47,48,45,45,49
1777887707.5296,46,46,54,43,44,44,44,47,48,45,45,50
1777887707.7300,46,46,54,43,44,44,44,48,48,45,45,50
1777887707.9303,46,46,54,43,44,44,44,47,48,45,45,50
1777887708.1313,46,46,54,43,43,44,44,48,48,45,45,50
1777887708.3315,46,46,54,43,44,44,44,48,48,46,45,50
1777887708.5319,46,46,54,43,44,44,44,47,48,46,45,50
1777887708.7322,46,46,54,43,44,44,44,47,48,46,45,50
1777887708.9330,46,46,54,43,43,44,44,47,48,45,45,50
1777887709.1333,46,46,54,43,44,44,44,48,48,45,45,50
1777887709.3336,46,46,54,43,43,44,44,47,48,46,45,50
1777887709.5338,46,46,54,43,43,44,44,47,48,46,45,50
1777887709.7347,46,46,54,43,43,44,44,47,48,46,45,50
1777887709.9349,46,46,54,43,44,44,44,48,48,46,45,50
1777887710.1352,46,46,54,43,44,44,44,47,48,46,45,50
1777887710.3355,46,46,54,43,44,44,44,47,48,46,45,50
1777887710.5362,46,46,54,43,44,44,44,48,48,46,45,50
1777887710.7364,46,46,54,43,44,44,44,48,49,46,45,50
1777887710.9367,46,46,54,43,44,44,44,48,48,46,45,50
1777887711.1370,46,46,54,43,44,44,44,48,48,46,45,50
1777887711.3373,46,46,54,43,43,44,44,48,48,46,45,50
1777887711.5377,46,46,54,43,43,44,44,48,49,45,45,50
1777887711.7383,46,46,54,43,44,44,44,48,48,46,45,50
1777887711.9385,46,46,54,43,43,44,44,48,49,46,45,50
1777887712.1389,46,46,54,43,44,44,44,48,49,46,45,50
1777887712.3394,46,46,54,43,44,44,44,48,48,46,45,50
1777887712.5396,46,46,54,43,43,44,44,48,49,46,45,50
1777887712.7399,46,46,55,43,44,44,44,48,49,46,45,50
1777887712.9402,46,46,54,43,44,44,44,48,49,46,45,50
1777887713.1404,46,46,54,43,44,44,44,48,49,46,45,50
1777887713.3407,47,46,55,43,43,44,44,48,49,46,45,50
1777887713.5409,46,46,55,43,44,44,44,48,49,46,45,50
1777887713.7412,46,46,55,43,44,44,44,48,49,46,45,50
1777887713.9415,46,46,55,43,44,44,44,48,49,46,45,50
1777887714.1417,46,46,55,43,44,44,44,48,49,46,45,50
1777887714.3420,46,46,55,43,44,44,44,48,49,46,45,50
1777887714.5423,46,46,55,43,44,44,44,48,49,46,45,50
1777887714.7425,46,46,55,43,43,44,44,48,49,46,45,50
1777887714.9428,46,46,55,43,44,44,44,48,49,46,45,50
1777887715.1432,46,46,55,43,43,44,44,48,49,46,45,50
1777887715.3435,46,46,55,43,44,44,44,48,49,46,45,50
1777887715.5437,46,46,55,43,43,44,44,48,49,46,45,50
1777887715.7440,46,46,55,43,44,44,44,48,49,46,45,50
1777887715.9442,46,46,55,43,44,44,44,48,49,46,45,50
1777887716.1445,46,46,55,43,44,44,44,48,49,46,45,50
1777887716.3448,47,46,55,43,44,44,44,48,49,46,45,50
1777887716.5450,46,46,55,43,44,44,44,48,49,46,45,50
1777887716.7453,46,46,55,43,43,44,44,48,49,46,45,50
1777887716.9456,46,46,55,43,44,44,44,48,49,46,45,51
1777887717.1459,46,46,55,43,43,44,44,48,49,46,45,50
1777887717.3461,46,46,55,43,43,44,44,48,49,46,45,50
1777887717.5464,46,46,55,43,43,44,44,48,49,46,45,51
1777887717.7466,46,46,55,43,44,44,44,48,49,46,45,50
1777887717.9469,46,46,55,43,44,44,44,48,49,46,45,51
1777887718.1473,46,46,55,43,43,44,44,48,49,46,45,51
1777887718.3475,46,46,55,43,43,44,44,48,49,46,45,51
1777887718.5478,46,46,55,43,43,44,44,48,49,46,45,51
1777887718.7481,46,46,55,43,44,44,44,48,49,46,45,51
1777887718.9483,46,46,55,43,43,44,44,48,49,46,45,51
1777887719.1486,46,46,55,43,43,44,44,48,49,46,45,51
1777887719.3489,46,46,55,43,43,44,44,48,49,46,45,51
1777887719.5492,46,46,55,43,44,44,44,48,49,46,45,51
1777887719.7502,47,46,55,43,43,44,44,48,49,46,45,51
1777887719.9504,47,46,55,43,44,44,44,48,49,46,45,51
1777887720.1510,46,46,55,43,43,44,44,48,49,46,45,51
1777887720.3513,46,46,55,43,43,44,44,48,49,46,45,51
1777887720.5516,47,46,56,43,44,44,44,48,49,46,45,51
1777887720.7519,46,46,56,43,43,44,44,48,49,46,45,51
1777887720.9523,47,46,55,43,43,44,44,48,49,46,45,51
1777887721.1527,46,46,55,43,44,44,44,48,49,46,45,51
1777887721.3532,46,46,56,43,43,44,44,48,49,46,45,51
1777887721.5535,47,46,56,43,44,44,44,48,49,46,45,51
1777887721.7539,47,46,55,43,44,44,44,48,49,46,45,51
1777887721.9544,47,46,56,43,44,44,44,48,49,46,45,51
1777887722.1549,46,46,56,43,43,44,44,48,49,46,45,51
1777887722.3552,47,46,56,43,44,44,44,48,49,46,45,51
1777887722.5557,46,46,56,43,43,44,44,48,49,46,45,51
1777887722.7561,47,46,56,43,43,44,44,48,49,46,45,51
1777887722.9566,47,46,56,43,43,44,44,48,49,46,45,51
1777887723.1569,47,46,56,43,43,44,44,48,49,46,45,51
1777887723.3573,47,46,56,43,44,44,44,48,49,46,45,51
1777887723.5578,47,46,56,43,43,44,44,48,49,46,45,51
1777887723.7581,47,46,56,43,43,44,44,48,49,46,45,51
1777887723.9584,47,46,56,43,44,44,44,48,49,46,45,51
1777887724.1586,47,46,56,43,43,44,44,48,49,46,45,51
1777887724.3589,47,46,56,43,43,44,44,48,49,46,45,51
1777887724.5591,47,46,56,43,43,44,44,48,49,46,45,51
1777887724.7596,47,46,56,43,43,44,44,48,49,46,45,51
1777887724.9599,47,46,56,43,43,44,44,48,49,46,45,51
1777887725.1602,47,46,56,43,43,44,44,48,49,46,45,51
1777887725.3604,47,46,56,43,43,44,44,49,49,46,45,51
1777887725.5607,47,46,56,43,43,44,44,48,49,46,45,51
1777887725.7609,47,46,56,43,43,44,44,48,49,46,45,51
1777887725.9612,47,46,56,43,43,44,44,48,49,46,45,51
1777887726.1614,47,46,56,43,43,44,44,48,49,46,45,51
1777887726.3617,47,46,56,43,43,44,44,48,49,46,45,51
1777887726.5620,47,46,56,43,43,44,44,48,49,46,45,51
1777887726.7622,47,46,56,43,43,44,44,49,49,46,45,51
1777887726.9624,47,46,56,43,43,44,44,49,49,46,45,51
1777887727.1628,47,46,56,43,43,44,44,49,49,46,45,51
1777887727.3635,47,46,56,43,43,44,44,49,49,46,45,51
1777887727.5638,47,46,56,43,43,44,44,48,49,46,45,51
1777887727.7640,47,46,56,43,43,44,44,48,49,46,45,51
1777887727.9643,47,46,56,43,43,44,44,48,49,46,45,51
1777887728.1645,47,46,56,43,43,44,44,48,49,46,45,51
1777887728.3648,47,46,56,43,43,44,44,49,49,46,45,51
1777887728.5651,47,46,56,43,43,44,44,49,49,46,45,51
1777887728.7654,47,46,56,43,43,44,44,49,49,46,45,51
1777887728.9657,47,46,56,43,43,44,44,49,49,46,45,51
1777887729.1660,47,46,56,43,43,44,44,49,49,46,45,51
1777887729.3663,47,46,56,43,43,44,44,49,49,46,45,51
1777887729.5665,47,46,56,43,43,44,44,49,49,46,45,51
1777887729.7668,47,46,56,43,43,44,44,49,49,46,45,51
1777887729.9670,47,46,56,43,43,44,44,49,49,46,45,51
1777887730.1672,47,46,56,43,43,44,44,49,49,46,45,51
1777887730.3675,47,46,56,43,43,44,44,49,49,46,45,51
1777887730.5678,47,46,56,43,43,44,44,49,49,46,45,51
1777887730.7680,47,46,56,43,43,44,44,49,49,46,45,51
1777887730.9683,47,46,57,43,43,44,44,49,49,46,45,51
1777887731.1686,47,46,57,43,43,44,44,49,49,46,45,51
1777887731.3688,47,46,56,43,43,44,44,49,49,46,45,51
1777887731.5691,47,46,56,43,43,44,44,49,49,46,45,51
1777887731.7694,47,46,56,43,43,44,44,49,49,46,45,51
1777887731.9698,47,46,56,43,43,44,44,49,49,46,45,51
1777887732.1702,47,46,56,43,43,44,44,49,50,46,45,52
1777887732.3704,47,46,57,43,43,44,44,49,49,46,45,52
1777887732.5708,47,46,57,43,43,44,44,49,50,47,45,51
1777887732.7711,47,46,57,43,43,44,44,49,49,47,45,51
1777887732.9714,47,46,57,43,43,44,44,49,50,47,45,51
1777887733.1720,47,46,57,43,43,44,44,49,49,46,45,52
1777887733.3723,47,46,57,43,43,44,44,49,49,46,45,52
1777887733.5725,47,46,57,43,43,44,44,49,49,47,45,51
1777887733.7728,47,46,57,43,43,44,44,49,50,47,45,52
1777887733.9731,47,46,57,43,43,44,44,49,50,47,45,52
1777887734.1734,47,46,57,43,43,44,44,49,50,47,45,52
1777887734.3737,47,46,57,43,43,44,44,49,50,47,45,52
1777887734.5740,47,46,57,43,43,44,44,49,49,47,45,52
1777887734.7747,47,46,57,43,43,44,44,49,50,47,45,52
1777887734.9754,47,46,57,43,43,44,44,49,50,47,45,52
1777887735.1756,47,46,57,43,43,44,44,49,49,46,45,51
1777887735.3759,47,46,57,43,43,44,44,49,50,47,45,52
1777887735.5762,47,46,57,43,43,44,44,49,50,47,45,52
1777887735.7765,47,46,57,43,43,44,44,49,50,47,45,52
1777887735.9770,47,46,57,43,43,44,44,49,50,47,45,52
1777887736.1773,47,46,57,43,43,44,44,49,50,47,45,52
1777887736.3776,47,46,57,43,43,44,44,49,50,46,45,52
1777887736.5779,47,46,57,43,43,44,44,49,50,47,45,52
1777887736.7784,48,46,57,43,43,44,44,49,50,47,45,52
1777887736.9787,47,46,57,43,43,45,44,49,50,47,45,52
1777887737.1789,47,46,57,43,43,44,44,49,50,47,45,52
1777887737.3792,47,46,57,43,43,44,44,49,50,47,45,52
1777887737.5795,47,46,57,43,43,44,44,49,50,47,45,52
1777887737.7799,48,46,57,43,43,44,44,49,50,47,45,52
1777887737.9801,48,46,57,43,43,44,44,49,50,47,45,52
1777887738.1804,47,46,57,43,43,44,44,49,50,47,45,52
1777887738.3806,47,46,57,43,43,44,44,49,50,47,45,52
1777887738.5809,47,46,57,43,43,44,44,49,50,47,45,52
1777887738.7811,47,46,57,43,43,44,44,49,50,47,45,52
1777887738.9814,47,46,57,43,43,44,44,49,50,47,45,52
1777887739.1817,47,46,57,43,43,44,44,49,50,47,45,52
1777887739.3820,47,46,57,43,43,45,44,49,50,47,45,52
