timestamp_s,m1_c,m2_c,m3_c,m4_c,m5_c,m6_c,m7_c,m8_c,m9_c,m10_c,m11_c,m12_c
1777887631.5836,45,45,53,42,43,43,44,46,47,45,44,49
1777887631.7839,45,45,53,42,43,43,44,46,47,45,44,49
1777887631.9841,45,45,53,42,43,43,44,46,47,45,44,49
1777887632.1844,45,45,53,42,43,43,44,46,47,45,44,49
1777887632.3847,45,45,53,42,43,43,44,46,47,45,44,49
1777887632.5850,45,45,53,42,43,43,44,46,47,45,44,49
1777887632.7852,45,45,53,42,43,43,43,46,47,44,44,49
1777887632.9855,45,45,53,42,43,43,44,46,47,45,44,49
1777887633.1858,45,45,53,42,43,43,44,46,47,45,44,49
1777887633.3860,45,45,53,42,43,43,44,46,47,45,44,49
1777887633.5865,45,45,53,42,43,43,44,46,47,45,44,49
1777887633.7869,45,45,53,42,43,43,44,46,47,45,44,49
1777887633.9871,45,45,53,42,43,43,43,46,47,45,44,49
1777887634.1874,45,45,53,42,43,43,44,46,47,45,44,49
1777887634.3877,45,45,53,42,43,43,44,46,47,45,44,49
1777887634.5879,45,45,53,42,43,43,44,46,48,45,44,49
1777887634.7890,45,45,53,42,43,43,43,46,47,45,44,49
1777887634.9893,45,45,53,42,43,43,44,46,47,45,44,49
1777887635.1897,46,45,53,42,43,43,44,46,47,45,44,49
1777887635.3900,45,45,53,42,43,43,44,46,47,45,44,49
1777887635.5903,45,45,53,42,43,43,44,46,47,45,44,49
1777887635.7906,46,45,53,42,43,43,44,46,47,45,44,49
1777887635.9910,45,45,53,42,43,43,43,46,47,45,44,49
1777887636.1913,46,45,53,42,43,43,44,46,47,45,44,49
1777887636.3916,45,45,53,42,43,43,44,46,47,45,44,49
1777887636.5919,46,45,53,42,43,43,44,46,47,45,44,49
1777887636.7922,46,45,53,42,43,43,44,46,47,45,44,49
1777887636.9925,45,45,53,42,43,43,44,46,47,45,44,49
1777887637.1928,45,45,53,42,43,43,43,46,47,45,44,49
1777887637.3932,45,45,53,42,43,43,44,46,47,45,44,49
1777887637.5940,45,45,53,42,43,43,44,46,47,45,44,49
1777887637.7945,45,45,53,42,43,43,44,46,47,45,44,49
1777887637.9948,45,45,53,42,43,43,44,46,47,45,44,49
1777887638.1955,45,45,53,42,43,43,44,46,47,45,44,49
1777887638.3962,45,45,53,42,43,43,44,46,47,45,44,49
1777887638.5968,45,45,53,42,43,43,44,46,47,45,44,49
1777887638.7971,45,45,53,43,43,43,44,46,47,45,44,49
1777887638.9974,45,45,53,42,43,43,44,46,47,45,44,49
1777887639.1977,45,45,53,43,43,43,44,46,47,45,44,49
1777887639.3981,45,45,53,42,43,43,44,46,47,45,44,49
1777887639.5984,45,45,53,42,43,43,44,46,47,45,44,49
1777887639.7988,46,45,53,42,43,43,44,46,47,45,44,49
1777887639.9991,45,45,53,42,43,43,44,46,47,45,44,49
1777887640.1994,45,45,53,43,43,43,44,46,47,45,44,49
1777887640.3998,45,45,53,42,43,43,44,46,47,45,44,49
1777887640.6004,45,45,53,42,43,43,44,46,47,45,44,49
1777887640.8007,45,45,53,42,43,43,44,46,47,45,44,49
1777887641.0010,45,45,53,43,43,43,44,46,47,45,44,49
1777887641.2013,46,45,53,42,43,43,44,46,47,45,44,49
1777887641.4017,46,45,53,43,43,43,44,46,47,45,44,49
1777887641.6019,45,45,53,43,43,43,44,46,47,45,44,49
1777887641.8063,46,45,53,43,43,43,44,46,47,45,44,49
1777887642.0068,45,45,53,43,43,43,44,46,47,45,44,48
1777887642.2071,45,45,53,43,43,43,43,46,47,45,44,49
1777887642.4074,46,45,53,43,43,43,44,46,47,45,44,49
1777887642.6077,45,45,53,43,43,43,44,46,47,45,44,49
1777887642.8082,45,45,52,43,43,43,44,46,47,45,44,49
1777887643.0117,45,45,52,43,43,43,44,46,47,45,44,49
1777887643.2120,45,45,53,43,43,43,44,46,47,45,44,48
1777887643.4130,46,45,52,42,43,43,44,46,47,45,44,48
1777887643.6133,45,45,52,43,43,43,44,46,47,45,44,48
1777887643.8139,45,45,52,43,43,43,44,46,47,45,44,48
1777887644.0142,45,45,52,43,43,43,44,46,47,45,44,48
1777887644.2189,46,45,52,43,43,43,44,46,47,45,44,48
1777887644.4217,46,45,52,43,43,43,44,46,47,45,44,48
1777887644.6219,46,45,52,43,43,43,44,46,47,45,44,48
1777887644.8222,45,45,52,43,43,43,44,46,47,45,44,48
1777887645.0223,45,45,52,43,43,43,44,46,47,45,44,48
1777887645.2226,45,45,52,43,43,43,44,46,47,45,44,48
1777887645.4238,45,45,52,43,43,43,44,46,47,45,44,48
1777887645.6241,45,45,52,43,43,43,44,46,47,45,44,48
1777887645.8244,45,45,52,43,43,43,44,46,47,45,44,48
1777887646.0246,46,45,52,43,43,43,44,46,47,45,44,48
1777887646.2249,46,45,52,43,43,43,44,46,47,45,44,48
1777887646.4251,45,45,52,43,43,43,44,46,47,45,44,48
1777887646.6255,45,45,52,43,43,43,44,46,47,45,44,48
1777887646.8257,45,45,52,43,43,43,44,46,47,45,44,48
1777887647.0261,45,45,52,43,43,43,44,46,47,45,44,48
1777887647.2263,45,45,52,43,43,43,44,46,47,45,44,48
1777887647.4266,45,45,52,43,43,43,44,46,47,45,44,48
1777887647.6268,45,45,52,43,43,43,44,46,47,45,44,48
1777887647.8275,45,45,52,43,43,43,44,46,47,45,44,48
1777887648.0277,46,45,52,43,43,43,44,46,47,45,44,48
1777887648.2280,45,45,52,43,43,43,44,46,47,45,44,48
1777887648.4283,45,45,52,43,43,43,44,46,47,45,44,48
1777887648.6286,45,45,52,43,43,43,44,46,47,45,44,48
1777887648.8288,45,45,52,43,43,43,44,46,47,45,44,48
1777887649.0293,45,45,52,43,43,43,44,46,47,45,44,48
1777887649.2297,45,45,52,43,43,43,44,46,47,45,44,48
1777887649.4304,45,45,52,43,43,43,44,46,47,45,44,48
1777887649.6312,45,45,52,43,43,43,44,46,47,45,44,48
1777887649.8315,45,45,52,43,43,43,44,46,47,45,44,48
1777887650.0318,45,45,52,43,43,43,44,46,47,45,44,48
1777887650.2321,45,45,52,43,43,43,44,46,47,45,44,48
1777887650.4328,45,45,52,43,43,43,44,46,47,45,44,48
1777887650.6332,45,45,52,43,43,43,44,46,47,45,44,48
1777887650.8335,46,45,52,43,43,43,44,46,47,45,44,48
1777887651.0340,45,45,52,43,43,43,44,46,47,45,44,48
1777887651.2343,45,45,52,43,43,43,44,46,47,45,44,48
1777887651.4345,45,45,52,43,43,43,44,46,47,45,44,48
1777887651.6349,45,45,52,43,43,43,44,46,47,45,44,48
1777887651.8355,45,45,52,43,43,43,44,46,47,45,44,48
1777887652.0362,45,45,52,43,43,43,44,46,47,45,44,48
1777887652.2365,45,45,52,43,43,43,44,46,47,45,44,48
